"","UGT71C5_pwg","UGT71C5_t.statistic","UGT71C4_pwg","UGT71C4_t.statistic","UGT71C3_pwg","UGT71C3_t.statistic","AT1G50580_pwg","AT1G50580_t.statistic","AT1G64910_pwg","AT1G64910_t.statistic","AT1G64920_pwg","AT1G64920_t.statistic","AT2G18560_pwg","AT2G18560_t.statistic","AT2G18570_pwg","AT2G18570_t.statistic","AT2G22590_pwg","AT2G22590_t.statistic","AT2G22930_pwg","AT2G22930_t.statistic","MAX1_pwg","MAX1_t.statistic","AT2G29710_pwg","AT2G29710_t.statistic","UGT71D1_pwg","UGT71D1_t.statistic","UGT71C2_pwg","UGT71C2_t.statistic","UGT71C1_pwg","UGT71C1_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT3G11180_pwg","AT3G11180_t.statistic","UGT71B1_pwg","UGT71B1_t.statistic","HYR1_pwg","HYR1_t.statistic","UGT71B6_pwg","UGT71B6_t.statistic","AT3G21790_pwg","AT3G21790_t.statistic","UGT71B8_pwg","UGT71B8_t.statistic","AT3G29630_pwg","AT3G29630_t.statistic","UGT72E1_pwg","UGT72E1_t.statistic","TT6_pwg","TT6_t.statistic","TT5_pwg","TT5_t.statistic","JRG21_pwg","JRG21_t.statistic","AT4G09500_pwg","AT4G09500_t.statistic","AT4G15260_pwg","AT4G15260_t.statistic","AT4G16330_pwg","AT4G16330_t.statistic","AT4G22870_pwg","AT4G22870_t.statistic","TT18_pwg","TT18_t.statistic","AT4G27560_pwg","AT4G27560_t.statistic","AT4G27570_pwg","AT4G27570_t.statistic","AT4G36770_pwg","AT4G36770_t.statistic","AT5G05600_pwg","AT5G05600_t.statistic","FLS1_pwg","FLS1_t.statistic","AT5G12270_pwg","AT5G12270_t.statistic","TT4_pwg","TT4_t.statistic","UGT78D3_pwg","UGT78D3_t.statistic","AT5G17040_pwg","AT5G17040_t.statistic","UGT78D2_pwg","UGT78D2_t.statistic","UGT72E3_pwg","UGT72E3_t.statistic","TT3_pwg","TT3_t.statistic","AT5G49690_pwg","AT5G49690_t.statistic","AT5G53990_pwg","AT5G53990_t.statistic","AT5G54010_pwg","AT5G54010_t.statistic","UF3GT_pwg","UF3GT_t.statistic","AT5G65550_pwg","AT5G65550_t.statistic","UGT72E2_pwg","UGT72E2_t.statistic"
"AT5G60140","AT5G60140",0,"TMO6",0,"AT5G60140",0,"AT5G60140",0,"SIZ1",0,"TMO6",0,"TMO6",0,"TMO6",0,"SIZ1",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"SIZ1",0,"SIZ1",0,"AT5G60140",0,"SIZ1",0,"TMO6",0,"AT5G60140",0,"AT5G60140",0,"AT5G60130",0,"SIZ1",0,"TMO6",0,"TMO6",0,"SIZ1",0,"AT5G60140",0,"SIZ1",0,"AT5G60130",0,"AT5G60140",0,"TMO6",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"TMO6",0,"AT5G60140",0,"SIZ1",0,"AT5G60140",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0
"TMO6","TMO6",0,"SIZ1",0,"TMO6",0,"TMO6",0,"AGL62",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"AGL62",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"SIZ1",0,"AGL62",0,"AGL62",0,"TMO6",0,"AGL62",0,"SIZ1",0,"TMO6",0,"TMO6",0,"AT5G60140",0,"AGL62",0,"SIZ1",0,"SIZ1",0,"AGL62",0,"TMO6",0,"AGL62",0,"AT5G60140",0,"TMO6",0,"SIZ1",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"SIZ1",0,"TMO6",0,"AGL62",0,"TMO6",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0
"SIZ1","SIZ1",0,"AGL62",0,"SIZ1",0,"SIZ1",0,"ARF4",0,"AGL62",0,"AGL62",0,"AGL62",0,"ARF4",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"AGL62",0,"ARF4",0,"ARF4",0,"SIZ1",0,"ARF4",0,"AGL62",0,"SIZ1",0,"SIZ1",0,"TMO6",0,"ARF4",0,"AGL62",0,"AGL62",0,"ARF4",0,"SIZ1",0,"ARF4",0,"TMO6",0,"SIZ1",0,"AGL62",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"AGL62",0,"SIZ1",0,"ARF4",0,"SIZ1",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0
"AGL62","AGL62",0,"ARF4",0,"AGL62",0,"AGL62",0,"AT5G60470",0,"ARF4",0,"ARF4",0,"ARF4",0,"AT5G60470",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"ARF4",0,"AT5G60470",0,"AT5G60470",0,"AGL62",0,"AT5G60470",0,"ARF4",0,"AGL62",0,"AGL62",0,"SIZ1",0,"AT5G60470",0,"ARF4",0,"ARF4",0,"AT5G60470",0,"AGL62",0,"AT5G60470",0,"SIZ1",0,"AGL62",0,"ARF4",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"ARF4",0,"AGL62",0,"AT5G60470",0,"AGL62",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0
"ARF4","ARF4",0,"AT5G60470",0,"ARF4",0,"ARF4",0,"REV",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"REV",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"AT5G60470",0,"REV",0,"REV",0,"ARF4",0,"REV",0,"AT5G60470",0,"ARF4",0,"ARF4",0,"AGL62",0,"REV",0,"AT5G60470",0,"AT5G60470",0,"REV",0,"ARF4",0,"REV",0,"AGL62",0,"ARF4",0,"AT5G60470",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"AT5G60470",0,"ARF4",0,"REV",0,"ARF4",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0
"AT5G60470","AT5G60470",0,"REV",0,"AT5G60470",0,"AT5G60470",0,"OBP4",0,"REV",0,"REV",0,"REV",0,"OBP4",0,"REV",0,"REV",0,"REV",0,"REV",0,"REV",0,"OBP4",0,"OBP4",0,"AT5G60470",0,"OBP4",0,"REV",0,"AT5G60470",0,"AT5G60470",0,"ARF4",0,"OBP4",0,"REV",0,"REV",0,"OBP4",0,"AT5G60470",0,"OBP4",0,"ARF4",0,"AT5G60470",0,"REV",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"REV",0,"AT5G60470",0,"OBP4",0,"AT5G60470",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0
"REV","REV",0,"OBP4",0,"REV",0,"REV",0,"MYB34",0,"OBP4",0,"OBP4",0,"OBP4",0,"MYB34",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"OBP4",0,"MYB34",0,"MYB34",0,"REV",0,"MYB34",0,"OBP4",0,"REV",0,"REV",0,"AT5G60470",0,"MYB34",0,"OBP4",0,"OBP4",0,"MYB34",0,"REV",0,"MYB34",0,"AT5G60470",0,"REV",0,"OBP4",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"OBP4",0,"REV",0,"MYB34",0,"REV",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0
"OBP4","OBP4",0,"MYB34",0,"OBP4",0,"OBP4",0,"FUL",0,"MYB34",0,"MYB34",0,"MYB34",0,"FUL",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"MYB34",0,"FUL",0,"FUL",0,"OBP4",0,"FUL",0,"MYB34",0,"OBP4",0,"OBP4",0,"REV",0,"FUL",0,"MYB34",0,"MYB34",0,"FUL",0,"OBP4",0,"FUL",0,"REV",0,"OBP4",0,"MYB34",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"MYB34",0,"OBP4",0,"FUL",0,"OBP4",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0
"MYB34","MYB34",0,"FUL",0,"MYB34",0,"MYB34",0,"TCP5",0,"FUL",0,"FUL",0,"FUL",0,"TCP5",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"FUL",0,"TCP5",0,"TCP5",0,"MYB34",0,"TCP5",0,"FUL",0,"MYB34",0,"MYB34",0,"OBP4",0,"TCP5",0,"FUL",0,"FUL",0,"TCP5",0,"MYB34",0,"TCP5",0,"OBP4",0,"MYB34",0,"FUL",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"FUL",0,"MYB34",0,"TCP5",0,"MYB34",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0
"FUL","FUL",0,"TCP5",0,"FUL",0,"FUL",0,"AT5G61190",0,"TCP5",0,"TCP5",0,"TCP5",0,"AT5G61190",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"TCP5",0,"AT5G61190",0,"AT5G61190",0,"FUL",0,"AT5G61190",0,"TCP5",0,"FUL",0,"FUL",0,"MYB34",0,"AT5G61190",0,"TCP5",0,"TCP5",0,"AT5G61190",0,"FUL",0,"AT5G61190",0,"MYB34",0,"FUL",0,"TCP5",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"TCP5",0,"FUL",0,"AT5G61190",0,"FUL",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0
"TCP5","TCP5",0,"AT5G61190",0,"TCP5",0,"TCP5",0,"TOC1",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"TOC1",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"AT5G61190",0,"TOC1",0,"TOC1",0,"TCP5",0,"TOC1",0,"AT5G61190",0,"TCP5",0,"TCP5",0,"FUL",0,"TOC1",0,"AT5G61190",0,"AT5G61190",0,"TOC1",0,"TCP5",0,"TOC1",0,"FUL",0,"TCP5",0,"AT5G61190",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"AT5G61190",0,"TCP5",0,"TOC1",0,"TCP5",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0
"AT5G61190","AT5G61190",0,"TOC1",0,"AT5G61190",0,"AT5G61190",0,"PMG1",0,"TOC1",0,"TOC1",0,"TOC1",0,"PMG1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"TOC1",0,"PMG1",0,"PMG1",0,"AT5G61190",0,"PMG1",0,"TOC1",0,"AT5G61190",0,"AT5G61190",0,"TCP5",0,"PMG1",0,"TOC1",0,"TOC1",0,"PMG1",0,"AT5G61190",0,"PMG1",0,"TCP5",0,"AT5G61190",0,"TOC1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"TOC1",0,"AT5G61190",0,"PMG1",0,"AT5G61190",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0
"TOC1","TOC1",0,"PMG1",0,"TOC1",0,"TOC1",0,"NAC100",0,"PMG1",0,"PMG1",0,"PMG1",0,"NAC100",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"PMG1",0,"NAC100",0,"NAC100",0,"TOC1",0,"NAC100",0,"PMG1",0,"TOC1",0,"TOC1",0,"AT5G61190",0,"NAC100",0,"PMG1",0,"PMG1",0,"NAC100",0,"TOC1",0,"NAC100",0,"AT5G61190",0,"TOC1",0,"PMG1",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"PMG1",0,"TOC1",0,"NAC100",0,"TOC1",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0
"PMG1","PMG1",0,"NAC100",0,"PMG1",0,"PMG1",0,"AT5G61470",0,"NAC100",0,"NAC100",0,"NAC100",0,"AT5G61470",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"NAC100",0,"AT5G61470",0,"AT5G61470",0,"PMG1",0,"AT5G61470",0,"NAC100",0,"PMG1",0,"PMG1",0,"TOC1",0,"AT5G61470",0,"NAC100",0,"NAC100",0,"AT5G61470",0,"PMG1",0,"AT5G61470",0,"TOC1",0,"PMG1",0,"NAC100",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"NAC100",0,"PMG1",0,"AT5G61470",0,"PMG1",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0
"NAC100","NAC100",0,"AT5G61470",0,"NAC100",0,"NAC100",0,"AT5G61590",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61590",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61470",0,"AT5G61590",0,"AT5G61590",0,"NAC100",0,"AT5G61590",0,"AT5G61470",0,"NAC100",0,"NAC100",0,"PMG1",0,"AT5G61590",0,"AT5G61470",0,"AT5G61470",0,"AT5G61590",0,"NAC100",0,"AT5G61590",0,"PMG1",0,"NAC100",0,"AT5G61470",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61470",0,"NAC100",0,"AT5G61590",0,"NAC100",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0
"AT5G61470","AT5G61470",0,"AT5G61590",0,"AT5G61470",0,"AT5G61470",0,"ERF104",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"ERF104",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"AT5G61590",0,"ERF104",0,"ERF104",0,"AT5G61470",0,"ERF104",0,"AT5G61590",0,"AT5G61470",0,"AT5G61470",0,"NAC100",0,"ERF104",0,"AT5G61590",0,"AT5G61590",0,"ERF104",0,"AT5G61470",0,"ERF104",0,"NAC100",0,"AT5G61470",0,"AT5G61590",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"AT5G61590",0,"AT5G61470",0,"ERF104",0,"AT5G61470",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0
"AT5G61590","AT5G61590",0,"ERF104",0,"AT5G61590",0,"AT5G61590",0,"AT5G61620",0,"ERF104",0,"ERF104",0,"ERF104",0,"AT5G61620",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"ERF104",0,"AT5G61620",0,"AT5G61620",0,"AT5G61590",0,"AT5G61620",0,"ERF104",0,"AT5G61590",0,"AT5G61590",0,"AT5G61470",0,"AT5G61620",0,"ERF104",0,"ERF104",0,"AT5G61620",0,"AT5G61590",0,"AT5G61620",0,"AT5G61470",0,"AT5G61590",0,"ERF104",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"ERF104",0,"AT5G61590",0,"AT5G61620",0,"AT5G61590",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0
"ERF104","ERF104",0,"AT5G61620",0,"ERF104",0,"ERF104",0,"LFY3",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"LFY3",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"AT5G61620",0,"LFY3",0,"LFY3",0,"ERF104",0,"LFY3",0,"AT5G61620",0,"ERF104",0,"ERF104",0,"AT5G61590",0,"LFY3",0,"AT5G61620",0,"AT5G61620",0,"LFY3",0,"ERF104",0,"LFY3",0,"AT5G61590",0,"ERF104",0,"AT5G61620",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"AT5G61620",0,"ERF104",0,"LFY3",0,"ERF104",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0
"AT5G61620","AT5G61620",0,"LFY3",0,"AT5G61620",0,"AT5G61620",0,"AT5G61890",0,"LFY3",0,"LFY3",0,"LFY3",0,"AT5G61890",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"LFY3",0,"AT5G61890",0,"AT5G61890",0,"AT5G61620",0,"AT5G61890",0,"LFY3",0,"AT5G61620",0,"AT5G61620",0,"ERF104",0,"AT5G61890",0,"LFY3",0,"LFY3",0,"AT5G61890",0,"AT5G61620",0,"AT5G61890",0,"ERF104",0,"AT5G61620",0,"LFY3",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"LFY3",0,"AT5G61620",0,"AT5G61890",0,"AT5G61620",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0
"LFY3","LFY3",0,"AT5G61890",0,"LFY3",0,"LFY3",0,"ORE14",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"ORE14",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"AT5G61890",0,"ORE14",0,"ORE14",0,"LFY3",0,"ORE14",0,"AT5G61890",0,"LFY3",0,"LFY3",0,"AT5G61620",0,"ORE14",0,"AT5G61890",0,"AT5G61890",0,"ORE14",0,"LFY3",0,"ORE14",0,"AT5G61620",0,"LFY3",0,"AT5G61890",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"AT5G61890",0,"LFY3",0,"ORE14",0,"LFY3",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0,"ORE14",0
"AT5G61890","AT5G61890",0,"HSFB2A",0,"AT5G61890",0,"AT5G61890",0,"HSFB2A",0,"HSFB2A",0,"ORE14",0,"ORE14",0,"HSFB2A",0,"ORE14",0,"ORE14",0,"HSFB2A",0,"HSFB2A",0,"ORE14",0,"HSFB2A",0,"HSFB2A",0,"AT5G61890",0,"HSFB2A",0,"ORE14",0,"AT5G61890",0,"AT5G61890",0,"LFY3",0,"HSFB2A",0,"HSFB2A",0,"ORE14",0,"HSFB2A",0,"AT5G61890",0,"HSFB2A",0,"LFY3",0,"AT5G61890",0,"ORE14",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"AT5G61890",0,"HSFB2A",0,"AT5G61890",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0,"HSFB2A",0
"HSFB2A","HSFB2A",0,"FYF",0,"ORE14",0,"HSFB2A",0,"FYF",0,"FYF",0,"HSFB2A",0,"HSFB2A",0,"FYF",0,"HSFB2A",0,"HSFB2A",0,"FYF",0,"FYF",0,"HSFB2A",0,"FYF",0,"FYF",0,"ORE14",0,"FYF",0,"HSFB2A",0,"ORE14",0,"HSFB2A",0,"AT5G61890",0,"FYF",0,"FYF",0,"HSFB2A",0,"FYF",0,"HSFB2A",0,"FYF",0,"AT5G61890",0,"HSFB2A",0,"HSFB2A",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"HSFB2A",0,"FYF",0,"HSFB2A",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0,"FYF",0
"FYF","FYF",0,"MYB99",0,"HSFB2A",0,"FYF",0,"MYB99",0,"MYB99",0,"FYF",0,"FYF",0,"MYB99",0,"FYF",0,"FYF",0,"MYB99",0,"MYB99",0,"FYF",0,"MYB99",0,"MYB99",0,"HSFB2A",0,"MYB99",0,"FYF",0,"HSFB2A",0,"FYF",0,"HSFB2A",0,"MYB99",0,"MYB99",0,"FYF",0,"MYB99",0,"FYF",0,"MYB99",0,"HSFB2A",0,"FYF",0,"FYF",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"FYF",0,"MYB99",0,"FYF",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0,"MYB99",0
"MYB99","MYB99",0,"VND6",0,"FYF",0,"MYB99",0,"VND6",0,"VND6",0,"MYB99",0,"MYB99",0,"VND6",0,"MYB99",0,"MYB99",0,"VND6",0,"VND6",0,"MYB99",0,"VND6",0,"VND6",0,"FYF",0,"VND6",0,"MYB99",0,"FYF",0,"MYB99",0,"FYF",0,"VND6",0,"VND6",0,"MYB99",0,"VND6",0,"MYB99",0,"VND6",0,"FYF",0,"MYB99",0,"MYB99",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"MYB99",0,"VND6",0,"MYB99",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0,"VND6",0
"VND6","VND6",0,"CDF1",0,"MYB99",0,"VND6",0,"CDF1",0,"CDF1",0,"VND6",0,"VND6",0,"CDF1",0,"VND6",0,"VND6",0,"CDF1",0,"CDF1",0,"VND6",0,"CDF1",0,"CDF1",0,"MYB99",0,"CDF1",0,"VND6",0,"MYB99",0,"VND6",0,"MYB99",0,"CDF1",0,"CDF1",0,"VND6",0,"CDF1",0,"VND6",0,"CDF1",0,"MYB99",0,"VND6",0,"VND6",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"VND6",0,"CDF1",0,"VND6",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0,"CDF1",0
"CDF1","CDF1",0,"MYBCOV1",0,"VND6",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"CDF1",0,"CDF1",0,"MYBCOV1",0,"CDF1",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"VND6",0,"MYBCOV1",0,"CDF1",0,"VND6",0,"CDF1",0,"VND6",0,"MYBCOV1",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"VND6",0,"CDF1",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0,"MYBCOV1",0
"MYBCOV1","MYBCOV1",0,"AT5G62610",0,"CDF1",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"MYBCOV1",0,"MYBCOV1",0,"AT5G62610",0,"MYBCOV1",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"CDF1",0,"AT5G62610",0,"MYBCOV1",0,"CDF1",0,"MYBCOV1",0,"CDF1",0,"AT5G62610",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"CDF1",0,"MYBCOV1",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0,"AT5G62610",0
"AT5G62610","AT5G62610",0,"HCA2",0,"MYBCOV1",0,"AT5G62610",0,"HCA2",0,"HCA2",0,"AT5G62610",0,"AT5G62610",0,"HCA2",0,"AT5G62610",0,"AT5G62610",0,"HCA2",0,"HCA2",0,"AT5G62610",0,"HCA2",0,"HCA2",0,"MYBCOV1",0,"HCA2",0,"AT5G62610",0,"MYBCOV1",0,"AT5G62610",0,"MYBCOV1",0,"HCA2",0,"HCA2",0,"AT5G62610",0,"HCA2",0,"AT5G62610",0,"HCA2",0,"MYBCOV1",0,"AT5G62610",0,"AT5G62610",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"AT5G62610",0,"HCA2",0,"AT5G62610",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0,"HCA2",0
