""
"S1",11.12510756,6.431207296,11.25136275,11.72644544,4.925876488,9.626064588,6.863033151,4.484219951,7.28585465,7.28585465,11.59247444,11.15229066,9.937746336,7.560851098,7.918305315,8.666470658,10.028109,11.34839962,12.41616195,11.57489857,8.373828503,8.549387864,5.48403509,5.261699391,6.14984093,5.48752076,12.07235878
"S2",11.08008935,6.387769711,11.16531529,11.71386943,4.875021882,9.775410133,7.035647037,4.268815965,7.35003457,7.35003457,11.50488683,11.18363551,10.03460106,7.743622557,8.054665335,8.867432594,10.09584102,11.2456023,12.39601877,11.34982561,8.765411474,8.511882308,4.941632462,5.152521711,6.132972973,5.630364131,12.03852675
"S3",11.23875718,6.616791066,11.44018742,11.74892605,4.931105744,9.565088287,7.042175208,4.393417979,7.263022305,7.263022305,11.68091345,11.47935154,10.1567037,7.550695856,7.972447117,8.319603486,9.990559703,11.52689301,12.52716793,11.67656158,8.484415319,8.13744612,4.973880549,5.421635653,6.190280839,5.824173875,12.03170579
"S4",10.86278745,5.961775212,11.84764599,11.27627495,4.806558045,8.398750038,8.212184643,4.371309003,7.251042131,7.251042131,11.77607502,11.07201315,9.658615257,8.220571687,7.100643856,9.081766707,9.679556569,11.59952717,12.06008825,11.65092448,8.38880582,9.841522997,5.130489787,5.053430064,6.227485866,5.179144435,12.21405427
"S5",10.87422494,6.250436699,11.83262203,11.28767316,5.012487122,8.553959631,8.316818721,4.366631528,7.211825661,7.211825661,11.75198586,11.06795435,9.627883573,8.176585376,7.322817668,8.984418082,9.68834151,11.60501439,12.06478388,11.70289688,8.237390942,9.71880045,5.034692464,5.205665143,5.976811993,5.295294274,12.2579874
"S6",10.70134695,6.189757019,11.80177554,11.42900073,5.07801889,8.360803418,8.08733159,4.49068327,7.071312558,7.071312558,11.72176491,10.84003183,9.809361108,8.13970301,7.165609223,9.068115147,9.807078242,11.70783474,12.04379948,11.62367442,8.139881571,9.864739097,5.315986081,5.270543333,5.991353614,5.436661617,12.25845953
"S7",11.24217568,5.515411826,11.72595764,10.95518924,4.771171915,8.738162326,5.956095216,4.662594597,9.483739538,9.483739538,11.15826794,10.05484601,9.080884534,6.264405828,6.859893877,8.62797324,8.986733268,11.04618638,11.80609262,11.82162689,9.991200912,10.08177019,5.320213417,5.114551703,6.745728492,5.549903747,12.23721133
"S8",11.01480444,6.019176412,11.5896354,11.92824018,4.965275989,8.769492912,7.711797965,4.428984737,8.004589417,8.004589417,11.47613008,11.54174287,10.28262576,8.731389453,7.962200306,8.994363508,10.00057453,11.75246462,12.87324018,11.49317593,8.963429879,8.748692048,5.094919925,5.066294314,5.472045132,5.778854218,12.47392662
"S9",11.0335634,5.966020196,11.4509692,11.89983956,4.927001849,8.766783367,7.506665973,4.309867162,8.15975642,8.15975642,11.44339989,11.65332504,10.27939373,8.784801127,8.028593753,9.118729873,9.881240514,11.7891945,12.79568203,11.54685862,9.04303656,8.798798477,5.09542591,5.186183378,5.671200118,5.799333341,12.54507048
"S10",11.0115696,6.073616352,11.53483505,11.87766223,4.993285132,8.796239161,7.605975744,4.390107397,7.814626839,7.814626839,11.51203826,11.73025039,10.28262576,8.548003664,7.812136591,8.958165565,10.01533409,11.68500859,12.70508161,11.62784462,8.84259972,8.604483117,5.149525987,5.194219657,6.265890438,5.710399348,12.53845439
"S11",10.97138466,5.672548087,11.97592685,11.18104164,4.849027242,8.732334646,6.273943538,4.416178126,10.22706079,10.22706079,10.97675275,10.00160691,9.172603844,7.211258935,7.423085591,8.641115721,9.388440822,10.88509452,11.97679628,11.82375942,10.35068036,9.96314345,5.134868026,5.472847309,6.370874142,5.260582359,12.61862044
"S12",11.15082623,5.653342908,12.03592455,11.68871958,4.923501102,8.840377851,5.912677517,4.421394283,10.39155634,10.39155634,11.23696092,10.76821192,9.831113258,8.316261729,7.752115841,8.873662328,9.898589686,10.80015891,12.44373167,11.70963424,10.71268914,10.26229114,5.0738955,5.240976063,6.421781769,5.303492842,12.65374411
"S13",11.3026398,6.557909917,10.77299078,11.52569938,5.512102776,8.529895321,7.307919584,4.464246025,5.707397223,5.707397223,10.61367751,10.56258522,9.350492947,6.961339512,7.512221766,9.111403235,9.719465067,10.80155164,11.99317341,11.47272948,5.36814521,4.980344561,5.076212429,5.399175325,6.329598195,5.627863694,11.9646166
"S14",10.96598801,6.198976729,11.9711393,11.34857537,5.356233937,8.604791368,7.447583714,4.412582336,9.287405898,9.287405898,11.2345508,11.0014739,9.571195665,8.073482449,7.487471863,8.481280536,9.615645959,11.59102288,12.26112265,11.66699117,10.0060442,9.544739174,5.125074795,5.375959321,6.895072389,5.459630279,12.32989285
"S15",10.92656067,5.544311929,11.73791166,10.89108034,5.024113093,8.945905362,6.180690968,4.554047589,10.01842064,10.01842064,10.67923699,9.831226573,9.094940585,6.807995437,7.455864418,8.135083905,9.150148592,10.73694005,11.71822729,11.47339939,10.06501005,10.05662625,5.150947349,5.343065222,6.447793343,5.686363817,12.21016662
"S16",11.14407534,6.048677645,12.58846905,12.4613469,5.009164092,8.686731873,8.528474718,4.484861714,9.748114875,9.748114875,12.56167356,12.25906275,11.07026147,9.46717469,8.343174143,10.00938243,10.43236792,12.57432083,13.27519144,12.00908478,9.94667043,10.50039346,5.44051143,5.400039372,7.038503746,5.742883939,13.02005883
"S17",11.01657985,5.678282263,12.51485176,12.44422566,5.019472697,8.772453886,7.751732159,4.269075655,9.965509444,9.965509444,12.18707434,11.86261591,10.9928946,9.437477049,8.416669395,9.283575962,10.23992162,12.18516759,13.19205649,11.88519083,10.18850362,10.71601232,5.078760242,5.401001074,6.421678028,5.698848071,12.89078777
"S18",11.1761962,6.017348973,12.65306904,12.53205696,4.97589525,8.781041936,8.743318125,4.399041274,9.910240575,9.910240575,12.47290377,12.41029262,11.15069752,9.547174538,8.603989077,9.891388663,10.3801214,12.69539073,13.21556538,11.95353343,9.997366825,10.75709106,5.285847351,5.399688008,6.209647861,5.686092106,12.90033854
"S19",11.0981254,5.861510312,11.91180264,9.861477625,4.954687503,8.641625948,8.612358533,4.343896655,8.040788677,8.040788677,11.34086475,11.943852,10.28262576,9.150075015,8.311930285,9.174018435,10.09813166,11.42351053,13.02634926,11.8440505,9.592626877,7.910512438,5.052078431,5.109646964,5.887859199,8.335853777,12.78400893
"S20",10.86408522,5.810900236,11.86652677,9.821592141,5.107597454,8.355982229,8.636925739,4.356432878,7.759289968,7.759289968,11.19780927,11.86675925,10.15067174,9.253005011,8.181729807,9.011670748,9.964497206,11.53887627,12.91155161,11.81148101,9.461366215,7.758322071,5.086685904,5.309258873,6.321084509,8.125730178,12.72160377
"S21",10.89133804,6.130668371,11.59585559,9.312124989,5.276746979,8.220692609,7.672549884,4.22278077,7.974399076,7.974399076,10.58770456,10.63169379,9.507851957,7.872781134,7.36139479,8.422280565,9.221153783,11.14206221,12.25590053,11.59093805,9.479869535,8.193704876,5.200869105,5.337564804,6.036474181,8.146987977,12.29448095
