pw
AT1G32780
AT1G33030
AT1G33270
AT1G33540
AT1G33750
AT1G34120
AT1G34260
AT1G34430
AT1G34490
AT1G34500
AT1G34520
AT1G35190
AT1G35580
AT1G35910
AT1G36160
AT1G36180
AT1G36280
AT1G36370
AT1G37130
AT1G37150
AT1G42970
AT1G43080
AT1G43090
AT1G43100
AT1G43670
AT1G43710
AT1G43800
AT1G43910
AT1G44090
AT1G44170
AT1G44318
AT1G44350
AT1G44446
AT1G44575
AT1G44980
AT1G45191
AT1G45201
AT1G47260
AT1G47420
AT1G47510
AT1G47578
AT1G47600
AT1G47840
AT1G47990
AT1G48030
AT1G48100
AT1G48320
AT1G48470
AT1G48520
AT1G48600
AT1G48605
AT1G48800
AT1G48820
AT1G48850
AT1G48860
AT1G48910
AT1G49140
AT1G49340
AT1G49390
AT1G49430
AT1G49530
AT1G49820
AT1G49860
AT1G50030
AT1G50090
AT1G50110
AT1G50170
AT1G50200
AT1G50460
AT1G50480
AT1G50580
AT1G50960
AT1G51040
AT1G51260
AT1G51410
AT1G51420
AT1G51440
AT1G51470
AT1G51680
AT1G51720
AT1G51760
AT1G51780
AT1G51980
AT1G51990
AT1G52230
AT1G52340
AT1G52400
AT1G52570
AT1G52940
AT1G53000
AT1G53240
AT1G53310
AT1G53500
AT1G53580
AT1G53680
AT1G53830
AT1G53840
AT1G54040
AT1G54100
AT1G54220
AT1G54340
AT1G54870
AT1G55020
AT1G55090
AT1G55120
AT1G55180
AT1G55320
AT1G55510
AT1G55670
AT1G55740
AT1G55810
AT1G55850
AT1G55880
AT1G55920
AT1G55940
AT1G56190
AT1G56360
AT1G56430
AT1G56500
AT1G56560
AT1G56600
AT1G56630
AT1G56710
AT1G57750
AT1G58080
AT1G58180
AT1G58290
AT1G58370
AT1G58440
AT1G58643
AT1G58936
AT1G59312
AT1G59500
AT1G59670
AT1G59700
AT1G59900
AT1G59950
AT1G59960
AT1G60090
AT1G60140
AT1G60260
AT1G60270
AT1G60420
AT1G60440
AT1G60450
AT1G60470
AT1G60490
AT1G60550
AT1G60590
AT1G60600
AT1G60810
AT1G60890
AT1G60980
AT1G61120
AT1G61680
AT1G61720
AT1G61810
AT1G61820
AT1G61850
AT1G62180
AT1G62380
AT1G62430
AT1G62540
AT1G62560
AT1G62570
AT1G62640
AT1G62660
AT1G62800
AT1G62810
AT1G62830
AT1G62900
AT1G62940
AT1G62960
AT1G63000
AT1G63050
AT1G63140
AT1G63180
AT1G63290
AT1G63440
AT1G63460
AT1G63660
AT1G63770
AT1G63940
AT1G63970
AT1G64190
AT1G64400
AT1G64440
AT1G64660
AT1G64710
AT1G64900
AT1G64910
AT1G64920
AT1G64950
AT1G64970
AT1G65060
AT1G65450
AT1G65520
AT1G65570
AT1G65580
AT1G65670
AT1G65840
AT1G65860
AT1G65880
AT1G65890
AT1G65930
AT1G65960
AT1G66020
AT1G66030
AT1G66120
AT1G66200
AT1G66270
AT1G66280
AT1G66430
AT1G66520
AT1G66530
AT1G66800
AT1G66960
AT1G66970
AT1G66980
AT1G67070
AT1G67080
AT1G67090
AT1G67110
AT1G67280
AT1G67550
AT1G67560
AT1G67730
AT1G67740
AT1G67980
AT1G67990
AT1G68000
AT1G68010
AT1G68020
AT1G68420
AT1G68460
AT1G68530
AT1G68540
AT1G68560
AT1G68750
AT1G68760
AT1G68890
AT1G69190
AT1G69200
AT1G69370
AT1G69500
AT1G69640
AT1G69740
AT1G69830
AT1G69920
AT1G69930
AT1G69940
AT1G70080
AT1G70290
AT1G70310
AT1G70410
AT1G70500
AT1G70560
AT1G70580
AT1G70730
AT1G70820
AT1G70980
AT1G71010
AT1G71100
AT1G71160
AT1G71697
AT1G71710
AT1G71750
AT1G71920
AT1G72000
AT1G72190
AT1G72330
AT1G72520
AT1G72550
AT1G72680
AT1G72810
AT1G72880
AT1G72970
AT1G73250
AT1G73270
AT1G73280
AT1G73290
AT1G73300
AT1G73310
AT1G73370
AT1G73480
AT1G73540
AT1G73600
AT1G73680
AT1G73880
AT1G73980
AT1G74030
AT1G74040
AT1G74090
AT1G74100
AT1G74110
AT1G74210
AT1G74260
AT1G74320
AT1G74380
AT1G74470
AT1G74540
AT1G74550
AT1G74590
AT1G74710
AT1G74910
AT1G74920
AT1G74960
AT1G75010
AT1G75020
AT1G75210
AT1G75270
AT1G75290
AT1G75330
AT1G75450
AT1G75940
AT1G75960
AT1G76030
AT1G76130
AT1G76150
AT1G76290
AT1G76470
AT1G76490
AT1G76550
AT1G76680
AT1G76690
AT1G76790
AT1G77120
AT1G77330
AT1G77420
AT1G77490
AT1G77520
AT1G77530
AT1G77590
AT1G77740
AT1G77760
AT1G78050
AT1G78060
AT1G78090
AT1G78270
AT1G78320
AT1G78340
AT1G78360
AT1G78370
AT1G78380
AT1G78390
AT1G78440
AT1G78490
AT1G78500
AT1G78510
AT1G78550
AT1G78570
AT1G78580
AT1G78590
AT1G78660
AT1G78670
AT1G78680
AT1G78690
AT1G78900
AT1G78920
AT1G78950
AT1G78955
AT1G78960
AT1G78970
AT1G79010
AT1G79040
AT1G79230
AT1G79440
AT1G79460
AT1G79470
AT1G79500
AT1G79530
AT1G79550
AT1G79690
AT1G79750
AT1G80050
AT1G80170
AT1G80230
AT1G80330
AT1G80340
AT1G80360
AT1G80380
AT1G80460
AT1G80555
AT1G80560
AT1G80600
AT1G80820
AT1G80860
AT1G80950
AT2G01140
AT2G01180
AT2G01290
AT2G01350
AT2G01460
AT2G01670
AT2G01880
AT2G01890
AT2G01900
AT2G01918
AT2G02000
AT2G02010
AT2G02050
AT2G02380
AT2G02390
AT2G02400
AT2G02500
AT2G02770
AT2G02930
AT2G03220
AT2G03450
AT2G03890
AT2G04350
AT2G04400
AT2G04430
AT2G04440
AT2G04450
AT2G04540
AT2G04560
AT2G04650
AT2G04842
AT2G05140
AT2G05260
AT2G05710
AT2G05830
AT2G05990
AT2G06050
AT2G06520
AT2G06925
AT2G06960
AT2G07050
AT2G07170
AT2G07640
AT2G07671
AT2G07687
AT2G07689
AT2G07695
AT2G07698
AT2G07707
AT2G07727
AT2G07732
AT2G07751
AT2G07785
AT2G11810
AT2G12190
AT2G12200
AT2G12280
AT2G13360
AT2G13560
AT2G13680
AT2G13810
AT2G14690
AT2G14750
AT2G14920
AT2G15090
AT2G15230
AT2G15480
AT2G15490
AT2G15620
AT2G16280
AT2G16370
AT2G16430
AT2G16500
AT2G16570
AT2G16790
AT2G17130
AT2G17265
AT2G17370
AT2G17420
AT2G17630
AT2G17640
AT2G17650
AT2G18130
AT2G18230
AT2G18250
AT2G18450
AT2G18560
AT2G18570
AT2G18620
AT2G18640
AT2G18700
AT2G18730
AT2G18950
AT2G19070
AT2G19110
AT2G19150
AT2G19450
AT2G19500
AT2G19570
AT2G19590
AT2G19690
AT2G19800
AT2G19860
AT2G19900
AT2G19940
AT2G20260
AT2G20340
AT2G20360
AT2G20370
AT2G20420
AT2G20610
AT2G20690
AT2G20800
AT2G20810
AT2G20860
AT2G20900
AT2G21170
AT2G21330
AT2G21550
AT2G21590
AT2G21610
AT2G21730
AT2G21770
AT2G21790
AT2G21890
AT2G21940
AT2G22190
AT2G22230
AT2G22240
AT2G22250
AT2G22330
AT2G22450
AT2G22480
AT2G22570
AT2G22590
AT2G22780
AT2G22810
AT2G22830
AT2G22900
AT2G22910
AT2G22920
AT2G22930
AT2G22960
AT2G22970
AT2G22980
AT2G22990
AT2G23000
AT2G23010
AT2G23170
AT2G23210
AT2G23230
AT2G23250
AT2G23260
AT2G23400
AT2G23410
AT2G23420
AT2G23560
AT2G23600
AT2G23610
AT2G23620
AT2G23800
AT2G24190
AT2G24210
AT2G24270
AT2G24820
AT2G24850
AT2G25080
AT2G25160
AT2G25450
AT2G25540
AT2G25630
AT2G25710
AT2G25840
AT2G26000
AT2G26080
AT2G26230
AT2G26250
AT2G26420
AT2G26440
AT2G26450
AT2G26480
AT2G26540
AT2G26620
AT2G26640
AT2G26650
AT2G26710
AT2G26800
AT2G26830
AT2G26870
AT2G26930
AT2G27150
AT2G27190
AT2G27450
AT2G27490
AT2G27680
AT2G27690
AT2G27730
AT2G27760
AT2G27820
AT2G27860
AT2G28080
AT2G28190
AT2G28210
AT2G28630
AT2G28760
AT2G28880
AT2G29090
AT2G29420
AT2G29440
AT2G29450
AT2G29460
AT2G29470
AT2G29480
AT2G29490
AT2G29560
AT2G29630
AT2G29690
AT2G29710
AT2G29730
AT2G29740
AT2G29750
AT2G29980
AT2G29990
AT2G30070
AT2G30140
AT2G30150
AT2G30200
AT2G30390
AT2G30490
AT2G30550
AT2G30570
AT2G30575
AT2G30650
AT2G30660
AT2G30720
AT2G30750
AT2G30770
AT2G30860
AT2G30870
AT2G30920
AT2G30970
AT2G31100
AT2G31170
AT2G31250
AT2G31350
AT2G31360
AT2G31390
AT2G31490
AT2G31570
AT2G31690
AT2G31750
AT2G31790
AT2G31810
AT2G31830
AT2G31955
AT2G31960
AT2G32010
AT2G32260
AT2G32290
AT2G32440
AT2G32530
AT2G32540
AT2G32610
AT2G32620
AT2G32770
AT2G32860
AT2G33070
AT2G33100
AT2G33150
AT2G33160
AT2G33220
AT2G33230
AT2G33590
AT2G33600
AT2G33840
AT2G34555
AT2G34590
AT2G34630
AT2G34770
AT2G34850
AT2G34890
AT2G35020
AT2G35040
AT2G35120
AT2G35370
AT2G35390
AT2G35690
AT2G35840
AT2G36190
AT2G36230
AT2G36310
AT2G36390
AT2G36460
AT2G36530
AT2G36580
AT2G36690
AT2G36700
AT2G36710
AT2G36750
AT2G36760
AT2G36770
AT2G36780
AT2G36790
AT2G36800
AT2G36850
AT2G36880
AT2G36970
AT2G37040
AT2G37090
AT2G37250
AT2G37440
AT2G37500
AT2G37690
AT2G37700
AT2G37760
AT2G37770
AT2G37940
AT2G38010
AT2G38040
AT2G38050
AT2G38110
AT2G38230
AT2G38240
AT2G38280
AT2G38400
AT2G38600
AT2G38650
AT2G38660
AT2G38670
AT2G38680
AT2G38700
AT2G38740
AT2G39020
AT2G39030
AT2G39270
AT2G39290
AT2G39400
AT2G39630
AT2G39770
AT2G39800
AT2G39930
AT2G40116
AT2G40190
AT2G40490
AT2G40690
AT2G40840
AT2G40850
AT2G40890
AT2G41210
AT2G41220
AT2G41490
AT2G41510
AT2G41530
AT2G41540
AT2G41680
AT2G41850
AT2G41880
AT2G42010
AT2G42310
AT2G42600
AT2G42690
AT2G42790
AT2G42910
AT2G43020
AT2G43050
AT2G43090
AT2G43100
AT2G43180
AT2G43350
AT2G43360
AT2G43430
AT2G43710
AT2G43750
AT2G43760
AT2G43820
AT2G43840
AT2G43860
AT2G43870
AT2G43880
AT2G43890
AT2G43900
AT2G43980
AT2G44040
AT2G44050
AT2G44160
AT2G44350
AT2G44450
AT2G44460
AT2G44470
AT2G44480
AT2G44490
AT2G44520
AT2G44530
AT2G44750
AT2G44800
AT2G44810
AT2G44990
AT2G45150
AT2G45220
AT2G45290
AT2G45300
AT2G45310
AT2G45400
AT2G45440
AT2G45550
AT2G45560
AT2G45580
AT2G45790
AT2G45880
AT2G45970
AT2G46110
AT2G46370
AT2G46390
AT2G46480
AT2G46500
AT2G46505
AT2G46660
AT2G46720
AT2G46820
AT2G46860
AT2G47030
AT2G47040
AT2G47120
AT2G47130
AT2G47140
AT2G47180
AT2G47240
AT2G47280
AT2G47380
AT2G47510
AT2G47550
AT2G47630
AT2G47650
AT2G47690
AT2G47730
AT2G47760
AT2G48150
AT3G01010
AT3G01040
AT3G01120
AT3G01180
AT3G01260
AT3G01310
AT3G01420
AT3G01440
AT3G01500
AT3G01640
AT3G01820
AT3G01850
AT3G01910
AT3G02020
AT3G02100
AT3G02350
AT3G02360
AT3G02470
AT3G02570
AT3G02600
AT3G02610
AT3G02620
AT3G02630
AT3G02660
AT3G02760
AT3G02780
AT3G02850
AT3G02870
AT3G02875
AT3G03010
AT3G03050
AT3G03100
AT3G03190
AT3G03250
AT3G03260
AT3G03310
AT3G03530
AT3G03540
AT3G03630
AT3G03640
AT3G03780
AT3G03900
AT3G04000
AT3G04050
AT3G04080
AT3G04120
AT3G04390
AT3G04520
AT3G04600
AT3G04790
AT3G04870
AT3G04940
AT3G05260
AT3G05610
AT3G05620
AT3G05630
AT3G05820
AT3G05970
AT3G06060
AT3G06200
AT3G06350
AT3G06500
AT3G06580
AT3G06650
AT3G06690
AT3G06810
AT3G06830
AT3G06850
AT3G06860
AT3G07130
AT3G07160
AT3G07270
AT3G07420
AT3G07630
AT3G07690
AT3G07820
AT3G07830
AT3G07840
AT3G07960
AT3G07970
AT3G08510
AT3G08590
AT3G08610
AT3G08860
AT3G09260
AT3G09270
AT3G09560
AT3G09640
AT3G09810
AT3G09820
AT3G09920
AT3G09940
AT3G10030
AT3G10050
AT3G10160
AT3G10230
AT3G10280
AT3G10340
AT3G10370
AT3G10390
AT3G10450
AT3G10560
AT3G10570
AT3G10700
AT3G10710
AT3G10720
AT3G10740
AT3G10850
AT3G10870
AT3G10920
AT3G11170
AT3G11180
AT3G11325
AT3G11430
AT3G11470
AT3G11480
AT3G11670
AT3G11710
AT3G11750
AT3G11945
AT3G11980
AT3G12120
AT3G12203
AT3G12220
AT3G12230
AT3G12240
AT3G12260
AT3G12290
AT3G12600
AT3G12670
AT3G12780
AT3G12800
AT3G13110
AT3G13450
AT3G13490
AT3G13610
AT3G13682
AT3G13730
AT3G13784
AT3G13790
AT3G13930
AT3G14050
AT3G14075
AT3G14130
AT3G14150
AT3G14270
AT3G14300
AT3G14310
AT3G14360
AT3G14390
AT3G14415
AT3G14420
AT3G14440
AT3G14490
AT3G14510
AT3G14520
AT3G14530
AT3G14540
AT3G14550
AT3G14570
AT3G14780
AT3G14790
AT3G14930
AT3G14940
AT3G15020
AT3G15290
AT3G15640
AT3G15720
AT3G15730
AT3G15820
AT3G15850
AT3G15870
AT3G16140
AT3G16150
AT3G16170
AT3G16390
AT3G16400
AT3G16410
AT3G16520
AT3G16565
AT3G16785
AT3G16910
AT3G16950
AT3G17060
AT3G17240
AT3G17390
AT3G17720
AT3G17760
AT3G17790
AT3G17810
AT3G17820
AT3G17940
AT3G18000
AT3G18030
AT3G18070
AT3G18080
AT3G18220
AT3G18680
AT3G18850
AT3G19000
AT3G19010
AT3G19160
AT3G19270
AT3G19450
AT3G19480
AT3G19620
AT3G19710
AT3G20040
AT3G20160
AT3G20330
AT3G20440
AT3G20480
AT3G20500
AT3G20520
AT3G21055
AT3G21070
AT3G21110
AT3G21230
AT3G21240
AT3G21370
AT3G21420
AT3G21500
AT3G21560
AT3G21720
AT3G21730
AT3G21750
AT3G21760
AT3G21780
AT3G21790
AT3G21800
AT3G22200
AT3G22250
AT3G22360
AT3G22370
AT3G22400
AT3G22425
AT3G22460
AT3G22740
AT3G22890
AT3G22960
AT3G23470
AT3G23480
AT3G23490
AT3G23510
AT3G23530
AT3G23580
AT3G23630
AT3G23640
AT3G23790
AT3G23810
AT3G23820
AT3G23920
AT3G23940
AT3G24090
AT3G24130
AT3G24170
AT3G24220
AT3G24300
AT3G24360
AT3G24503
AT3G25110
AT3G25140
AT3G25180
AT3G25570
AT3G25585
AT3G25660
AT3G25760
AT3G25770
AT3G25780
AT3G25810
AT3G25820
AT3G25830
AT3G25860
AT3G25900
AT3G25960
AT3G26380
AT3G26610
AT3G26650
AT3G26690
AT3G26760
AT3G26770
AT3G26830
AT3G26900
AT3G27060
AT3G27190
AT3G27300
AT3G27380
AT3G27440
AT3G27620
AT3G27740
AT3G27820
AT3G27980
AT3G28180
AT3G29090
AT3G29110
AT3G29190
AT3G29200
AT3G29250
AT3G29260
AT3G29320
AT3G29360
AT3G29410
AT3G29430
AT3G29630
AT3G29670
AT3G30180
AT3G30290
AT3G30775
AT3G30841
AT3G31415
AT3G32030
AT3G32040
AT3G32047
AT3G42850
AT3G42960
AT3G43190
AT3G43270
AT3G43670
AT3G43800
AT3G44300
AT3G44310
AT3G44320
AT3G44540
AT3G44550
AT3G44560
AT3G44720
AT3G44740
AT3G44830
AT3G44880
AT3G44970
AT3G45070
AT3G45130
AT3G45140
AT3G45300
AT3G45770
AT3G45940
AT3G46100
AT3G46120
AT3G46440
AT3G46480
AT3G46490
AT3G46500
AT3G46660
AT3G46670
AT3G46940
AT3G46970
AT3G47000
AT3G47010
AT3G47040
AT3G47050
AT3G47190
AT3G47220
AT3G47290
AT3G47340
AT3G47390
AT3G47400
AT3G47450
AT3G47520
AT3G47800
AT3G47810
AT3G47833
AT3G47930
AT3G48000
AT3G48110
AT3G48170
AT3G48190
AT3G48420
AT3G48560
AT3G48610
AT3G48680
AT3G48720
AT3G48730
AT3G48780
AT3G48790
AT3G48990
AT3G49160
AT3G49220
AT3G49360
AT3G49620
AT3G49630
AT3G49640
AT3G49680
AT3G49700
AT3G50210
AT3G50520
AT3G50660
AT3G50740
AT3G50790
AT3G50820
AT3G50920
AT3G51160
AT3G51240
AT3G51520
AT3G51680
AT3G51820
AT3G51840
AT3G51970
AT3G52160
AT3G52180
AT3G52200
AT3G52340
AT3G52600
AT3G52720
AT3G52780
AT3G52810
AT3G52820
AT3G52880
AT3G52930
AT3G52970
AT3G52990
AT3G53130
AT3G53140
AT3G53150
AT3G53160
AT3G53180
AT3G53260
AT3G53520
AT3G53580
AT3G53620
AT3G53900
AT3G54050
AT3G54090
AT3G54250
AT3G54270
AT3G54470
AT3G54640
AT3G54660
AT3G54690
AT3G55010
AT3G55030
AT3G55120
AT3G55360
AT3G55400
AT3G55410
AT3G55440
AT3G55590
AT3G55610
AT3G55630
AT3G55650
AT3G55800
AT3G55810
AT3G55870
AT3G55940
AT3G55970
AT3G56300
AT3G56310
AT3G56350
AT3G56600
AT3G56700
AT3G56940
AT3G56960
AT3G57050
AT3G57140
AT3G57220
AT3G57510
AT3G57520
AT3G57550
AT3G57560
AT3G57610
AT3G57650
AT3G57785
AT3G58140
AT3G58180
AT3G58490
AT3G58610
AT3G58740
AT3G58750
AT3G58790
AT3G58990
AT3G59010
AT3G59050
AT3G59100
AT3G59380
AT3G59480
AT3G59760
AT3G59850
AT3G59890
AT3G59970
AT3G60100
AT3G60120
AT3G60130
AT3G60140
AT3G60180
AT3G60290
AT3G60510
AT3G60620
AT3G60730
AT3G60750
AT3G60880
AT3G60961
AT3G61130
AT3G61220
AT3G61440
AT3G61510
AT3G61530
AT3G61580
AT3G61880
AT3G61990
AT3G62000
AT3G62020
AT3G62120
AT3G62170
AT3G62530
AT3G62710
AT3G62720
AT3G62740
AT3G62750
AT3G62760
AT3G62830
AT3G63080
AT3G63110
AT3G63240
AT3G63250
AT3G63410
AT3G63440
AT3G63520
AT3G66658
AT4G00110
AT4G00190
AT4G00240
AT4G00360
AT4G00400
AT4G00490
AT4G00520
AT4G00550
AT4G00570
AT4G00590
AT4G00600
AT4G00620
AT4G01070
AT4G01190
AT4G01480
AT4G01690
AT4G01850
AT4G01890
AT4G01950
AT4G01970
AT4G02030
AT4G02120
AT4G02280
AT4G02300
AT4G02320
AT4G02330
AT4G02500
AT4G02520
AT4G02580
AT4G02610
AT4G02770
AT4G02780
AT4G03050
AT4G03060
AT4G03070
AT4G03140
AT4G03205
AT4G03280
AT4G03550
AT4G03930
AT4G04040
AT4G04350
AT4G04610
AT4G04870
AT4G04880
AT4G04930
AT4G04955
AT4G04970
AT4G05020
AT4G05160
AT4G05180
AT4G05390
AT4G05450
AT4G05530
AT4G08040
AT4G08160
AT4G08170
AT4G08390
AT4G08870
AT4G08900
AT4G09020
AT4G09320
AT4G09500
AT4G09510
AT4G09520
AT4G09760
AT4G10100
AT4G10120
AT4G10260
AT4G10320
AT4G10490
AT4G10500
AT4G10955
AT4G10960
AT4G11010
AT4G11030
AT4G11280
AT4G11570
AT4G11600
AT4G11640
AT4G11820
AT4G11830
AT4G11840
AT4G11850
AT4G12250
AT4G12270
AT4G12280
AT4G12290
AT4G12300
AT4G12310
AT4G12320
AT4G12330
AT4G12430
AT4G12440
AT4G12720
AT4G12800
AT4G13050
AT4G13250
AT4G13260
AT4G13280
AT4G13290
AT4G13310
AT4G13360
AT4G13430
AT4G13510
AT4G13700
AT4G13760
AT4G13770
AT4G13780
AT4G13890
AT4G13930
AT4G13940
AT4G14070
AT4G14210
AT4G14430
AT4G14440
AT4G14680
AT4G14880
AT4G14910
AT4G14930
AT4G14940
AT4G15130
AT4G15210
AT4G15260
AT4G15270
AT4G15280
AT4G15290
AT4G15300
AT4G15310
AT4G15320
AT4G15340
AT4G15370
AT4G15393
AT4G15396
AT4G15440
AT4G15480
AT4G15490
AT4G15500
AT4G15530
AT4G15550
AT4G15560
AT4G15870
AT4G15980
AT4G16070
AT4G16130
AT4G16155
AT4G16210
AT4G16310
AT4G16330
AT4G16450
AT4G16690
AT4G16700
AT4G16710
AT4G16730
AT4G16740
AT4G16760
AT4G16765
AT4G16770
AT4G16800
AT4G16820
AT4G17090
AT4G17190
AT4G17260
AT4G17300
AT4G17360
AT4G17470
AT4G17480
AT4G17483
AT4G17770
AT4G17830
AT4G18010
AT4G18180
AT4G18240
AT4G18350
AT4G18360
AT4G18440
AT4G18480
AT4G18550
AT4G18780
AT4G19010
AT4G19170
AT4G19180
AT4G19230
AT4G19680
AT4G19690
AT4G19710
AT4G19860
AT4G19880
AT4G20040
AT4G20050
AT4G20070
AT4G20150
AT4G20200
AT4G20210
AT4G20230
AT4G20320
AT4G20460
AT4G20870
AT4G20930
AT4G20960
AT4G20990
AT4G21000
AT4G21090
AT4G21200
AT4G21280
AT4G21470
AT4G21490
AT4G21534
AT4G21540
AT4G21690
AT4G21760
AT4G21990
AT4G22100
AT4G22110
AT4G22340
AT4G22570
AT4G22590
AT4G22690
AT4G22710
AT4G22870
AT4G22880
AT4G22930
AT4G23100
AT4G23340
AT4G23590
AT4G23600
AT4G23660
AT4G23850
AT4G23900
AT4G23920
AT4G23990
AT4G24000
AT4G24010
AT4G24040
AT4G24160
AT4G24450
AT4G24620
AT4G24650
AT4G24830
AT4G25000
AT4G25080
AT4G25100
AT4G25150
AT4G25280
AT4G25300
AT4G25310
AT4G25420
AT4G25434
AT4G25570
AT4G25650
AT4G25700
AT4G25840
AT4G25970
AT4G26200
AT4G26220
AT4G26250
AT4G26260
AT4G26270
AT4G26300
AT4G26390
AT4G26420
AT4G26510
AT4G26520
AT4G26530
AT4G26690
AT4G26770
AT4G26850
AT4G26870
AT4G26900
AT4G26910
AT4G26970
AT4G27030
AT4G27070
AT4G27250
AT4G27260
AT4G27440
AT4G27550
AT4G27560
AT4G27570
AT4G27600
AT4G27820
AT4G27830
AT4G28060
AT4G28130
AT4G28220
AT4G28410
AT4G28420
AT4G28680
AT4G28720
AT4G28750
AT4G29010
AT4G29130
AT4G29210
AT4G29220
AT4G29260
AT4G29270
AT4G29460
AT4G29470
AT4G29540
AT4G29570
AT4G29580
AT4G29600
AT4G29610
AT4G29620
AT4G29630
AT4G29640
AT4G29650
AT4G29720
AT4G29740
