"","CCR1_pwg","CCR1_coeff","CCR1_pwg","CCR1_coeff","4CL1_pwg","4CL1_coeff","CSE_pwg","CSE_coeff","4CL3_pwg","4CL3_coeff","CAD1_pwg","CAD1_coeff","CCR2_pwg","CCR2_coeff","HCT_pwg","HCT_coeff","CAD2_pwg","CAD2_coeff","CAD3_pwg","CAD3_coeff","C4H_pwg","C4H_coeff","PAL1_pwg","PAL1_coeff","C3H_pwg","C3H_coeff","PAL4_pwg","PAL4_coeff","CAD4_pwg","CAD4_coeff","4CL5_pwg","4CL5_coeff","4CL2_pwg","4CL2_coeff","PAL2_pwg","PAL2_coeff","CCoAOMT1_pwg","CCoAOMT1_coeff","CAD5_pwg","CAD5_coeff","F5H_pwg","F5H_coeff","CAD6_pwg","CAD6_coeff","CAD7_pwg","CAD7_coeff","CAD8_pwg","CAD8_coeff","CAD9_pwg","CAD9_coeff","PAL3_pwg","PAL3_coeff","COMT1_pwg","COMT1_coeff"
"AT4G39160","AT4G39160",0,"HAT22",0,"SHR",0,"IAA29",0,"GATA9",0,"AT5G03510",0,"AT4G34400",0,"DPA",0,"VND2",0,"VND2",0,"bZIP7",0,"BT5",0,"MYB73",0,"AT4G31060",0,"LBD39",0,"HB16",0,"AT4G36590",0,"PTL",0,"RKD5",0,"RRTF1",0,"SHL1",0,"NTL9",0,"3xHMG-box2",0,"AGL21",0,"AT4G33280",0,"MYB69",0,"GBF1",0
"WRKY13","WRKY13",0,"AT4G37850",0,"bZIP7",0,"PC-MYB1",0,"AT4G33280",0,"PTL",0,"RRTF1",0,"PRR7",0,"STY2",0,"STY2",0,"DRG",0,"bZIP7",0,"LBD39",0,"REM1",0,"BT5",0,"AT5G01200",0,"HANL2",0,"HSFA3",0,"DAZ3",0,"AT4G35270",0,"AT4G39160",0,"RKD5",0,"AT4G23860",0,"AT4G38070",0,"DPBF5",0,"DPBF5",0,"HB40",0
"AT4G39780","AT4G39780",0,"AGL21",0,"DRG",0,"GATA9",0,"DPBF5",0,"HSFA3",0,"GBF6",0,"DPB",0,"AT4G36590",0,"AT4G36590",0,"MYB87",0,"DRG",0,"SHR",0,"AT4G31615",0,"SHR",0,"APTX",0,"HAM4",0,"HDT3",0,"bHLH11",0,"DAZ2",0,"AT4G39780",0,"DAZ3",0,"ARF9",0,"AT4G38340",0,"AT4G34400",0,"AT4G34400",0,"BEH2",0
"HB16","HB16",0,"AT4G38070",0,"MYB87",0,"AT4G33280",0,"AT4G34400",0,"HDT3",0,"BLH6",0,"AT5G03510",0,"HANL2",0,"HANL2",0,"HAT22",0,"MYB87",0,"bZIP7",0,"AT4G31630",0,"bZIP7",0,"AT5G01380",0,"GBF1",0,"LMI1",0,"VND2",0,"WOX13",0,"APTX",0,"VND2",0,"NLP7",0,"MYB4",0,"RRTF1",0,"RRTF1",0,"DAR1",0
"AT5G01200","AT5G01200",0,"AT4G38340",0,"HAT22",0,"MYB69",0,"RRTF1",0,"LMI1",0,"GATA3",0,"PTL",0,"HAM4",0,"HAM4",0,"AT4G37850",0,"HAT22",0,"DRG",0,"RR10",0,"GRF2",0,"AT5G01860",0,"BEH2",0,"BHLH101",0,"STY2",0,"NFD5",0,"AT5G01380",0,"STY2",0,"GRF8",0,"AT4G38900",0,"AT4G35270",0,"BLH6",0,"RAP2.10",0
"APTX","APTX",0,"MYB4",0,"AT4G37850",0,"DPBF5",0,"GBF6",0,"BHLH101",0,"MYB32",0,"HSFA3",0,"GBF1",0,"GBF1",0,"DOF4.7",0,"AT4G37850",0,"MYB87",0,"TIFY8",0,"DRG",0,"VAN",0,"DAR1",0,"ELF6",0,"AT4G36590",0,"RKD5",0,"AT5G01860",0,"AT4G36590",0,"WRKY7",0,"SHL1",0,"DAZ2",0,"GATA3",0,"FLO2",0
"AT5G01380","AT5G01380",0,"AT4G38900",0,"AGL21",0,"AT4G34400",0,"BLH6",0,"ELF6",0,"bZIP19",0,"HDT3",0,"HB40",0,"HB40",0,"AT4G38070",0,"AGL21",0,"HAT22",0,"PC-MYB1",0,"MYB87",0,"MYB3R-5",0,"SAW1",0,"ZAT6",0,"HANL2",0,"DAZ3",0,"MYB3R-5",0,"HANL2",0,"AGL24",0,"AT4G39160",0,"WOX13",0,"bZIP19",0,"MYB73",0
"AT5G01860","AT5G01860",0,"SHL1",0,"DOF4.7",0,"RRTF1",0,"GATA3",0,"ZAT6",0,"AT4G35270",0,"LMI1",0,"DAR1",0,"DAR1",0,"AT4G38340",0,"DOF4.7",0,"AT4G37850",0,"GATA9",0,"HAT22",0,"AT5G02460",0,"RAP2.10",0,"AT5G04390",0,"HAM4",0,"bHLH11",0,"AT5G02460",0,"HAM4",0,"AT4G25210",0,"WRKY13",0,"RKD5",0,"AT4G35270",0,"LBD39",0
"MYB3R-5","MYB3R-5",0,"AT4G39160",0,"AT4G38070",0,"GBF6",0,"AT4G35270",0,"AT5G04390",0,"DAZ2",0,"BHLH101",0,"SAW1",0,"SAW1",0,"MYB4",0,"AT4G38070",0,"AGL21",0,"AT4G33280",0,"AT4G37850",0,"PRR7",0,"FLO2",0,"NAC077",0,"GBF1",0,"VND2",0,"DPA",0,"GBF1",0,"AT4G25410",0,"AT4G39780",0,"DAZ3",0,"DAZ2",0,"BT5",0
"AT5G02460","AT5G02460",0,"WRKY13",0,"AT4G38340",0,"AT4G35270",0,"DAZ2",0,"NAC077",0,"WOX13",0,"ELF6",0,"RAP2.10",0,"RAP2.10",0,"AT4G38900",0,"AT4G38340",0,"DOF4.7",0,"DPBF5",0,"DOF4.7",0,"LCL1",0,"MYB73",0,"AGL99",0,"HB40",0,"STY2",0,"PRR7",0,"HB40",0,"FTQ4",0,"HB16",0,"bHLH11",0,"WOX13",0,"SHR",0
"DPA","DPA",0,"AT4G39780",0,"MYB4",0,"DAZ2",0,"WOX13",0,"NAC2",0,"NTL9",0,"AT5G04390",0,"FLO2",0,"FLO2",0,"SHL1",0,"MYB4",0,"AT4G38070",0,"AT4G34400",0,"AT4G38070",0,"JKD",0,"LBD39",0,"SUVH1",0,"BEH2",0,"BEE2",0,"LCL1",0,"DAR1",0,"DREB1A",0,"AT5G01200",0,"VND2",0,"NTL9",0,"bZIP7",0
"PRR7","PRR7",0,"HB16",0,"AT4G38900",0,"WOX13",0,"RKD5",0,"AGL99",0,"RKD5",0,"NAC077",0,"SPT",0,"SPT",0,"AT4G39160",0,"SHL1",0,"AT4G38340",0,"RRTF1",0,"AT4G38340",0,"DPB",0,"BT5",0,"AT5G05090",0,"DAR1",0,"AT4G36590",0,"JKD",0,"RAP2.10",0,"DREB1B",0,"APTX",0,"STY2",0,"RKD5",0,"DRG",0
"DPB","DPB",0,"AT5G01200",0,"SHL1",0,"NFD5",0,"VND2",0,"AT5G04760",0,"DAZ3",0,"NAC2",0,"MYB73",0,"MYB73",0,"AT4G39780",0,"AT4G39160",0,"MYB4",0,"AT4G35270",0,"MYB4",0,"HSFA3",0,"SHR",0,"DREB2A",0,"RAP2.10",0,"HANL2",0,"DPB",0,"FLO2",0,"MYB18",0,"AT5G01380",0,"AT4G36590",0,"DAZ3",0,"MYB87",0
"PTL","PTL",0,"APTX",0,"AT4G39160",0,"NTL9",0,"STY2",0,"SUVH1",0,"bHLH11",0,"AGL99",0,"LBD39",0,"LBD39",0,"HB16",0,"AT4G39780",0,"SHL1",0,"DAZ2",0,"SHL1",0,"HDT3",0,"bZIP7",0,"AT5G05550",0,"FLO2",0,"HAM4",0,"HSFA3",0,"MYB73",0,"AT4G25610",0,"VAN",0,"HANL2",0,"bHLH11",0,"HAT22",0
"HSFA3","HSFA3",0,"AT5G01380",0,"AT4G39780",0,"RKD5",0,"AT4G36590",0,"AT5G05090",0,"VND2",0,"AT5G04760",0,"BT5",0,"BT5",0,"AT5G01200",0,"HB16",0,"AT4G39160",0,"WOX13",0,"AT4G39160",0,"LMI1",0,"GRF2",0,"AL1",0,"MYB73",0,"GBF1",0,"HDT3",0,"LBD39",0,"AT4G26170",0,"MYB3R-5",0,"HAM4",0,"VND2",0,"AT4G37850",0
"HDT3","HDT3",0,"AT5G01860",0,"AT5G01200",0,"DAZ3",0,"HANL2",0,"DREB2A",0,"STY2",0,"SUVH1",0,"SHR",0,"SHR",0,"APTX",0,"AT5G01200",0,"WRKY13",0,"NFD5",0,"WRKY13",0,"BHLH101",0,"DRG",0,"AT5G05790",0,"LBD39",0,"HB40",0,"LMI1",0,"BT5",0,"WRKY34",0,"AT5G02460",0,"GBF1",0,"STY2",0,"AGL21",0
"LMI1","LMI1",0,"MYB3R-5",0,"APTX",0,"bHLH11",0,"HAM4",0,"AT5G05550",0,"AT4G36590",0,"AT5G05090",0,"bZIP7",0,"bZIP7",0,"AT5G01860",0,"APTX",0,"AT4G39780",0,"RKD5",0,"AT4G39780",0,"ELF6",0,"MYB87",0,"RBE",0,"BT5",0,"BEH2",0,"BHLH101",0,"SHR",0,"MYB97",0,"DPA",0,"HB40",0,"AT4G36590",0,"DOF4.7",0
"BHLH101","BHLH101",0,"AT5G02460",0,"AT5G01860",0,"VND2",0,"GBF1",0,"AL1",0,"HANL2",0,"DREB2A",0,"GRF2",0,"GRF2",0,"VAN",0,"AT5G01860",0,"HB16",0,"bHLH11",0,"HB16",0,"ZAT6",0,"HAT22",0,"LBD33",0,"SHR",0,"DAR1",0,"ELF6",0,"bZIP7",0,"AT4G27240",0,"LCL1",0,"BEH2",0,"HANL2",0,"AT4G38070",0
"AT5G04390","AT5G04390",0,"DPA",0,"MYB3R-5",0,"STY2",0,"BEH2",0,"AT5G05790",0,"GBF1",0,"AT5G05550",0,"DRG",0,"DRG",0,"MYB3R-5",0,"MYB3R-5",0,"AT5G01200",0,"VND2",0,"APTX",0,"AT5G04390",0,"AT4G37850",0,"MYB33",0,"bZIP7",0,"RAP2.10",0,"ZAT6",0,"DRG",0,"RD26",0,"DPB",0,"DAR1",0,"HAM4",0,"AT4G38340",0
"NAC077","NAC077",0,"PRR7",0,"AT5G02460",0,"AT4G36590",0,"DAR1",0,"RBE",0,"HB40",0,"AL1",0,"MYB87",0,"MYB87",0,"AT5G02460",0,"AT5G02460",0,"APTX",0,"STY2",0,"AT5G01380",0,"NAC077",0,"DOF4.7",0,"AT5G06110",0,"DRG",0,"FLO2",0,"AT5G04390",0,"MYB87",0,"AT4G27900",0,"PTL",0,"SAW1",0,"GBF1",0,"MYB4",0
"NAC2","NAC2",0,"LCL1",0,"DPA",0,"HANL2",0,"RAP2.10",0,"LBD33",0,"DAR1",0,"AT5G05790",0,"HAT22",0,"HAT22",0,"PRR7",0,"PRR7",0,"AT5G01380",0,"AT4G36590",0,"AT5G01860",0,"AGL99",0,"AT4G38070",0,"AT5G06250",0,"MYB87",0,"AT4G37180",0,"NAC077",0,"HAT22",0,"SDG16",0,"HSFA3",0,"RAP2.10",0,"DAR1",0,"AT4G38900",0
"AGL99","AGL99",0,"DPB",0,"PRR7",0,"GBF1",0,"FLO2",0,"MYB33",0,"RAP2.10",0,"RBE",0,"AT4G37850",0,"AT4G37850",0,"LCL1",0,"LCL1",0,"AT5G01860",0,"HANL2",0,"MYB3R-5",0,"SUVH1",0,"AT4G38340",0,"AGL96",0,"HAT22",0,"MYB73",0,"NAC2",0,"AT4G37850",0,"AT4G28140",0,"HDT3",0,"FLO2",0,"RAP2.10",0,"SHL1",0
"AT5G04760","AT5G04760",0,"AT5G03510",0,"LCL1",0,"HB40",0,"SPT",0,"AT5G06110",0,"FLO2",0,"LBD33",0,"AGL21",0,"AGL21",0,"JKD",0,"JKD",0,"MYB3R-5",0,"HAM4",0,"AT5G02460",0,"AT5G05090",0,"MYB4",0,"NF-YA10",0,"AT4G37850",0,"LBD39",0,"AGL99",0,"DOF4.7",0,"ULT1",0,"LMI1",0,"MYB73",0,"FLO2",0,"AT4G39160",0
"SUVH1","SUVH1",0,"PTL",0,"JKD",0,"BEH2",0,"HSFB1",0,"AT5G06250",0,"MYB73",0,"MYB33",0,"DOF4.7",0,"DOF4.7",0,"DPB",0,"DPB",0,"AT5G02460",0,"GBF1",0,"PRR7",0,"DREB2A",0,"AT4G38900",0,"AT5G06550",0,"AGL21",0,"BT5",0,"SUVH1",0,"AT4G38070",0,"NAC074",0,"ZAT6",0,"LBD39",0,"MYB73",0,"AT4G39780",0
"AT5G05090","AT5G05090",0,"HSFA3",0,"DPB",0,"DAR1",0,"AT4G37180",0,"AGL96",0,"LBD39",0,"AT5G06110",0,"AT4G38070",0,"AT4G38070",0,"PTL",0,"PTL",0,"PRR7",0,"HB40",0,"LCL1",0,"AT5G05550",0,"SHL1",0,"GIS2",0,"DOF4.7",0,"SHR",0,"AT5G05090",0,"AT4G38340",0,"IAA11",0,"AT5G04390",0,"BT5",0,"LBD39",0,"AT5G01200",0
"DREB2A","DREB2A",0,"HDT3",0,"HSFA3",0,"RAP2.10",0,"MYB73",0,"NF-YA10",0,"bZIP7",0,"AT5G06250",0,"AT4G38340",0,"AT4G38340",0,"HSFA3",0,"HSFA3",0,"LCL1",0,"BEH2",0,"JKD",0,"AL1",0,"AT4G39160",0,"HAT14",0,"AT4G38070",0,"bZIP7",0,"DREB2A",0,"MYB4",0,"AT4G29000",0,"NAC077",0,"bZIP7",0,"BT5",0,"APTX",0
"AT5G05550","AT5G05550",0,"LMI1",0,"HDT3",0,"FLO2",0,"LBD39",0,"AT5G06550",0,"DRG",0,"AGL96",0,"MYB4",0,"MYB4",0,"HDT3",0,"HDT3",0,"JKD",0,"DAR1",0,"DPB",0,"AT5G05790",0,"WRKY13",0,"AT5G06770",0,"AT4G38340",0,"DRG",0,"AT5G05550",0,"AT4G38900",0,"OZF2",0,"NAC2",0,"DRG",0,"SHR",0,"AT5G01380",0
"AL1","AL1",0,"ELF6",0,"LMI1",0,"MYB73",0,"BT5",0,"GIS2",0,"HAT22",0,"NF-YA10",0,"AT4G38900",0,"AT4G38900",0,"LMI1",0,"LMI1",0,"DPB",0,"RAP2.10",0,"HSFA3",0,"LBD33",0,"AT4G39780",0,"TGA10",0,"MYB4",0,"MYB87",0,"AT5G05790",0,"SHL1",0,"PRHA",0,"AGL99",0,"HAT22",0,"bZIP7",0,"AT5G01860",0
"AT5G05790","AT5G05790",0,"ZAT6",0,"BHLH101",0,"LBD39",0,"SHR",0,"HAT14",0,"AT4G37850",0,"AT5G06550",0,"SHL1",0,"SHL1",0,"BHLH101",0,"BHLH101",0,"HSFA3",0,"FLO2",0,"HDT3",0,"MYB33",0,"HB16",0,"TGA2",0,"SHL1",0,"HAT22",0,"RBE",0,"AT4G39160",0,"SDG4",0,"AT5G04760",0,"AT4G37850",0,"DRG",0,"MYB3R-5",0
"RBE","RBE",0,"AT5G04390",0,"ELF6",0,"BT5",0,"bZIP7",0,"AT5G06770",0,"AT4G38070",0,"GIS2",0,"AT4G39160",0,"AT4G39160",0,"ZAT6",0,"ZAT6",0,"HDT3",0,"MYB73",0,"LMI1",0,"AT5G06110",0,"AT5G01200",0,"MAC5C",0,"AT4G39160",0,"AT4G37850",0,"LBD33",0,"AT4G39780",0,"AT4G31060",0,"SUVH1",0,"DOF4.7",0,"HAT22",0,"AT5G02460",0
"LBD33","LBD33",0,"NAC077",0,"ZAT6",0,"SHR",0,"DRG",0,"AT5G06800",0,"AT4G38340",0,"AT5G06800",0,"AT4G39780",0,"AT4G39780",0,"AT5G04390",0,"AT5G04390",0,"LMI1",0,"LBD39",0,"ELF6",0,"AT5G06250",0,"APTX",0,"WRKY26",0,"AT4G39780",0,"DOF4.7",0,"MYB33",0,"HB16",0,"REM1",0,"AT5G05090",0,"AT4G38070",0,"AT4G37850",0,"PRR7",0
"MYB33","MYB33",0,"NAC2",0,"AT5G04390",0,"bZIP7",0,"HAT22",0,"TGA10",0,"MYB4",0,"TGA10",0,"APTX",0,"APTX",0,"NAC077",0,"NAC077",0,"BHLH101",0,"SHR",0,"AT5G04390",0,"AT5G06550",0,"AT5G01860",0,"RR21",0,"HB16",0,"AT4G38070",0,"AT5G06110",0,"AT5G01200",0,"AT4G31615",0,"DREB2A",0,"AT4G38340",0,"DOF4.7",0,"LCL1",0
"AT5G06110","AT5G06110",0,"AGL99",0,"NAC077",0,"DRG",0,"AT4G37850",0,"TGA2",0,"SHL1",0,"TGA2",0,"AT5G01860",0,"AT5G01860",0,"AGL99",0,"AGL99",0,"ZAT6",0,"bZIP7",0,"NAC077",0,"GIS2",0,"VAN",0,"AT5G07310",0,"AT5G01200",0,"AT4G38340",0,"AT5G06250",0,"APTX",0,"AT4G31630",0,"AT5G05550",0,"MYB4",0,"AT4G38070",0,"JKD",0
"AT5G06250","AT5G06250",0,"AT5G04760",0,"AGL99",0,"MYB87",0,"AGL21",0,"MAC5C",0,"AT4G39160",0,"TGA5",0,"MYB3R-5",0,"MYB3R-5",0,"AT5G04760",0,"AT5G04760",0,"AT5G04390",0,"DRG",0,"NAC2",0,"HAT14",0,"MYB3R-5",0,"AT5G07400",0,"APTX",0,"MYB4",0,"AGL96",0,"AT5G01380",0,"AT4G31680",0,"AL1",0,"AT4G38900",0,"AT4G38340",0,"DPB",0
"AGL96","AGL96",0,"SUVH1",0,"SUVH1",0,"HAT22",0,"AT4G38070",0,"RR21",0,"WRKY13",0,"MAC5C",0,"AT5G02460",0,"AT5G02460",0,"SUVH1",0,"SUVH1",0,"NAC077",0,"MYB87",0,"AGL99",0,"AT5G06800",0,"AT5G02460",0,"PEI1",0,"AT5G01860",0,"SHL1",0,"AT5G06550",0,"AT5G01860",0,"RR10",0,"AT5G05790",0,"SHL1",0,"MYB4",0,"HSFA3",0
"NF-YA10","NF-YA10",0,"AT5G05090",0,"AT5G05090",0,"AT4G37850",0,"AT4G38340",0,"AT5G07310",0,"AT4G39780",0,"WRKY26",0,"DPA",0,"DPA",0,"AT5G05090",0,"AT5G05090",0,"AGL99",0,"HAT22",0,"AT5G04760",0,"TGA10",0,"JKD",0,"AT5G07580",0,"MYB3R-5",0,"AT4G39160",0,"GIS2",0,"VAN",0,"PC-MYB1",0,"LBD33",0,"AT4G39160",0,"AT4G38900",0,"HDT3",0
"AT5G06550","AT5G06550",0,"DREB2A",0,"DREB2A",0,"DOF4.7",0,"MYB4",0,"AT5G07400",0,"APTX",0,"RR21",0,"PRR7",0,"PRR7",0,"DREB2A",0,"DREB2A",0,"AT5G04760",0,"AT4G37850",0,"SUVH1",0,"TGA2",0,"DPB",0,"NAC080",0,"AT5G02460",0,"AT4G39780",0,"HAT14",0,"MYB3R-5",0,"GATA9",0,"MYB33",0,"AT4G39780",0,"SHL1",0,"LMI1",0
"GIS2","GIS2",0,"AT5G05550",0,"AT5G05550",0,"AT4G38070",0,"SHL1",0,"PEI1",0,"AT5G01860",0,"AT5G07310",0,"LCL1",0,"LCL1",0,"AT5G05550",0,"AT5G05550",0,"SUVH1",0,"DOF4.7",0,"AT5G05090",0,"MAC5C",0,"PTL",0,"PMG2",0,"PRR7",0,"HB16",0,"AT5G06770",0,"AT5G02460",0,"AT4G33280",0,"AT5G06110",0,"HB16",0,"AT4G39160",0,"BHLH101",0
"AT5G06800","AT5G06800",0,"AT5G05790",0,"AT5G05790",0,"AT4G38340",0,"AT4G39160",0,"AT5G07580",0,"MYB3R-5",0,"AT5G07400",0,"DPB",0,"DPB",0,"AL1",0,"AL1",0,"AT5G05090",0,"AT4G38070",0,"DREB2A",0,"WRKY26",0,"HSFA3",0,"MYB76",0,"LCL1",0,"APTX",0,"AT5G06800",0,"DPA",0,"DPBF5",0,"AT5G06250",0,"APTX",0,"AT4G39780",0,"ZAT6",0
"TGA10","TGA10",0,"RBE",0,"RBE",0,"MYB4",0,"AT4G39780",0,"NAC080",0,"AT5G02460",0,"PEI1",0,"PTL",0,"PTL",0,"AT5G05790",0,"AT5G05790",0,"DREB2A",0,"AT4G38340",0,"AT5G05550",0,"RR21",0,"HDT3",0,"BIM1",0,"JKD",0,"AT5G01380",0,"TGA10",0,"DPB",0,"AT4G34400",0,"AGL96",0,"AT5G01860",0,"AT5G01200",0,"AT5G04390",0
"TGA2","TGA2",0,"LBD33",0,"LBD33",0,"AT4G38900",0,"HB16",0,"PMG2",0,"PRR7",0,"AT5G07580",0,"HSFA3",0,"HSFA3",0,"RBE",0,"LBD33",0,"AT5G05550",0,"MYB4",0,"AT5G05790",0,"AT5G07310",0,"LMI1",0,"NF-YB12",0,"DPB",0,"AT5G01860",0,"MAC5C",0,"HSFA3",0,"RRTF1",0,"NF-YA10",0,"MYB3R-5",0,"APTX",0,"NAC077",0
"TGA5","TGA5",0,"MYB33",0,"MYB33",0,"SHL1",0,"APTX",0,"MYB76",0,"DPB",0,"NAC080",0,"HDT3",0,"HDT3",0,"LBD33",0,"MYB33",0,"AT5G05790",0,"SHL1",0,"LBD33",0,"AT5G07400",0,"ZAT6",0,"TCP11",0,"PTL",0,"MYB3R-5",0,"WRKY26",0,"HDT3",0,"BLH6",0,"AT5G06550",0,"AT5G02460",0,"AT5G01860",0,"AGL99",0
"MAC5C","MAC5C",0,"AT5G06250",0,"AT5G06110",0,"AT4G39160",0,"AT5G01380",0,"TCP17",0,"AT5G03510",0,"PMG2",0,"LMI1",0,"LMI1",0,"MYB33",0,"AT5G06110",0,"RBE",0,"AT4G39160",0,"MYB33",0,"PEI1",0,"AT5G04390",0,"AT5G08520",0,"HSFA3",0,"AT5G02460",0,"RR21",0,"LMI1",0,"GATA3",0,"GIS2",0,"LCL1",0,"MYB3R-5",0,"SUVH1",0
"RR21","RR21",0,"AGL96",0,"AT5G06250",0,"AT4G39780",0,"AT5G01860",0,"BIM1",0,"PTL",0,"MYB76",0,"BHLH101",0,"BHLH101",0,"AT5G06110",0,"AT5G06250",0,"LBD33",0,"AT4G39780",0,"AT5G06110",0,"AT5G07580",0,"NAC077",0,"VNI1",0,"HDT3",0,"PRR7",0,"AT5G07310",0,"BHLH101",0,"AT4G35270",0,"HAT14",0,"DPB",0,"AT5G02460",0,"AT5G05090",0
"AT5G07310","AT5G07310",0,"NF-YA10",0,"AGL96",0,"AT5G01200",0,"MYB3R-5",0,"NF-YB12",0,"HSFA3",0,"BIM1",0,"ELF6",0,"ELF6",0,"AT5G06250",0,"AGL96",0,"MYB33",0,"AT5G01200",0,"AGL96",0,"NAC080",0,"AGL99",0,"EICBP.B",0,"LMI1",0,"LCL1",0,"AT5G07400",0,"ELF6",0,"WOX13",0,"TGA10",0,"HSFA3",0,"DPA",0,"DREB2A",0
"AT5G07400","AT5G07400",0,"GIS2",0,"GIS2",0,"APTX",0,"AT5G02460",0,"TCP11",0,"HDT3",0,"TCP11",0,"ZAT6",0,"ZAT6",0,"AGL96",0,"AT5G06550",0,"AT5G06250",0,"APTX",0,"AT5G06550",0,"PMG2",0,"AT5G04760",0,"AT5G09780",0,"BHLH101",0,"JKD",0,"PEI1",0,"ZAT6",0,"NFD5",0,"TGA2",0,"HDT3",0,"JKD",0,"AT5G05550",0
"PEI1","PEI1",0,"AT5G06770",0,"AT5G06770",0,"AT5G01860",0,"DPA",0,"AT5G08520",0,"LMI1",0,"AT5G08520",0,"AT5G04390",0,"AT5G04390",0,"AT5G06550",0,"GIS2",0,"AGL96",0,"AT5G01860",0,"GIS2",0,"MYB76",0,"SUVH1",0,"AT5G10120",0,"ZAT6",0,"DPB",0,"AT5G07580",0,"AT5G04390",0,"RKD5",0,"TGA5",0,"LMI1",0,"DPB",0,"AL1",0
"AT5G07580","AT5G07580",0,"TGA10",0,"TGA10",0,"MYB3R-5",0,"PRR7",0,"VNI1",0,"BHLH101",0,"VNI1",0,"NAC077",0,"NAC077",0,"GIS2",0,"AT5G06800",0,"GIS2",0,"MYB3R-5",0,"HAT14",0,"TCP17",0,"AT5G05090",0,"FLF",0,"AT5G04390",0,"PTL",0,"NAC080",0,"NAC077",0,"bHLH11",0,"MAC5C",0,"BHLH101",0,"AT5G03510",0,"AT5G05790",0
"NAC080","NAC080",0,"MAC5C",0,"TGA2",0,"AT5G02460",0,"DPB",0,"EICBP.B",0,"ELF6",0,"EICBP.B",0,"NAC2",0,"NAC2",0,"TGA10",0,"TGA10",0,"AT5G06770",0,"AT5G02460",0,"AT5G06800",0,"BIM1",0,"DREB2A",0,"MYB92",0,"NAC077",0,"HSFA3",0,"PMG2",0,"NAC2",0,"VND2",0,"WRKY26",0,"ELF6",0,"PTL",0,"LBD33",0
"PMG2","PMG2",0,"RR21",0,"MAC5C",0,"DPA",0,"AT5G03510",0,"HAM2",0,"AT5G04390",0,"HAM2",0,"AGL99",0,"AGL99",0,"MAC5C",0,"MAC5C",0,"TGA10",0,"PRR7",0,"TGA10",0,"AT5G08520",0,"AT5G05550",0,"PLT3",0,"AGL99",0,"HDT3",0,"MYB76",0,"AGL99",0,"STY2",0,"RR21",0,"AT5G04390",0,"HSFA3",0,"MYB33",0
"MYB76","MYB76",0,"AT5G07310",0,"WRKY26",0,"LCL1",0,"HSFA3",0,"AT5G09780",0,"NAC077",0,"AT5G09780",0,"SUVH1",0,"SUVH1",0,"RR21",0,"WRKY26",0,"MAC5C",0,"LCL1",0,"TGA2",0,"VNI1",0,"AL1",0,"AT5G10970",0,"AT5G04760",0,"LMI1",0,"TCP17",0,"AT5G04760",0,"AT4G36590",0,"AT5G07310",0,"NAC077",0,"HDT3",0,"AT5G06110",0
"TCP17","TCP17",0,"AT5G07400",0,"RR21",0,"JKD",0,"HDT3",0,"TGA4",0,"AGL99",0,"SDG15",0,"AT5G05090",0,"AT5G05090",0,"AT5G07310",0,"RR21",0,"RR21",0,"JKD",0,"MAC5C",0,"EICBP.B",0,"AT5G05790",0,"MYB64",0,"SUVH1",0,"BHLH101",0,"BIM1",0,"SUVH1",0,"HANL2",0,"AT5G07400",0,"AGL99",0,"LMI1",0,"AT5G06250",0
"BIM1","BIM1",0,"PEI1",0,"AT5G07310",0,"DPB",0,"LMI1",0,"FLF",0,"SUVH1",0,"TGA4",0,"DREB2A",0,"DREB2A",0,"AT5G07400",0,"AT5G07310",0,"AT5G07310",0,"DPB",0,"WRKY26",0,"AT5G09780",0,"LBD33",0,"TED 5",0,"AT5G05090",0,"AT5G04390",0,"TCP11",0,"AT5G05090",0,"HAM4",0,"PEI1",0,"SUVH1",0,"BHLH101",0,"AGL96",0
"AT5G08520","AT5G08520",0,"AT5G07580",0,"AT5G07400",0,"PTL",0,"ZAT6",0,"MYB92",0,"DREB2A",0,"AT5G10120",0,"AT5G05550",0,"AT5G05550",0,"PEI1",0,"AT5G07400",0,"AT5G07400",0,"HSFA3",0,"RR21",0,"SDG15",0,"MYB33",0,"MYB3R-4",0,"DREB2A",0,"NAC077",0,"AT5G08520",0,"DREB2A",0,"GBF1",0,"AT5G07580",0,"AT5G05090",0,"ELF6",0,"GIS2",0
"VNI1","VNI1",0,"NAC080",0,"PEI1",0,"HSFA3",0,"AT5G04390",0,"PLT3",0,"AT5G05550",0,"FLF",0,"AL1",0,"AL1",0,"AT5G07580",0,"PEI1",0,"PEI1",0,"HDT3",0,"AT5G07310",0,"FLF",0,"AT5G06110",0,"TINY2",0,"AT5G05550",0,"AGL99",0,"VNI1",0,"AT5G05550",0,"BEH2",0,"NAC080",0,"DREB2A",0,"ZAT6",0,"TGA10",0
"EICBP.B","EICBP.B",0,"PMG2",0,"AT5G07580",0,"HDT3",0,"NAC077",0,"AT5G10970",0,"AL1",0,"MYB92",0,"AT5G05790",0,"AT5G05790",0,"NAC080",0,"AT5G07580",0,"AT5G07580",0,"LMI1",0,"AT5G07400",0,"MYB92",0,"AT5G06250",0,"LRP1",0,"AL1",0,"SUVH1",0,"EICBP.B",0,"AL1",0,"DAR1",0,"PMG2",0,"AT5G05550",0,"AT5G04390",0,"TGA2",0
