"","CCR1_pwg","CCR1_coeff","CCR1_pwg","CCR1_coeff","4CL1_pwg","4CL1_coeff","CSE_pwg","CSE_coeff","4CL3_pwg","4CL3_coeff","CAD1_pwg","CAD1_coeff","CCR2_pwg","CCR2_coeff","HCT_pwg","HCT_coeff","CAD2_pwg","CAD2_coeff","CAD3_pwg","CAD3_coeff","C4H_pwg","C4H_coeff","PAL1_pwg","PAL1_coeff","C3H_pwg","C3H_coeff","PAL4_pwg","PAL4_coeff","CAD4_pwg","CAD4_coeff","4CL5_pwg","4CL5_coeff","4CL2_pwg","4CL2_coeff","PAL2_pwg","PAL2_coeff","CCoAOMT1_pwg","CCoAOMT1_coeff","CAD5_pwg","CAD5_coeff","F5H_pwg","F5H_coeff","CAD6_pwg","CAD6_coeff","CAD7_pwg","CAD7_coeff","CAD8_pwg","CAD8_coeff","CAD9_pwg","CAD9_coeff","PAL3_pwg","PAL3_coeff","COMT1_pwg","COMT1_coeff"
"AT5G14370","AT5G14370",18.9830166724191,"AT5G12850",17.4871175759058,"PHR1",22.9025188585509,"SPT",23.8172429465096,"LBD25",23.3448930696407,"AT1G07520",0,"BZIP17",20.6811131319783,"ASG4",0,"DEAR1",22.1823231420582,"DEAR1",22.1823231420582,"ZFP1",21.8680994148283,"SPCH",21.5104191803496,"LBD13",21.4436548465496,"AT2G34450",25.3108566397949,"GATA2",23.1226873902759,"AT5G10120",21.9781049869082,"PCAT2",22.1750700544372,"DEAR1",19.1266035443893,"NF-YB13",23.32975490946,"AT1G68920",30.2380385238222,"DPBF3",18.8686182535287,"PAN",21.9872858824582,"WRKY44",30.6394157921386,"AT2G42150",16.4075587449658,"SUVH6",25.438582784437,"HAC2",23.2089335427388,"AT5G58280",23.1252433764349
"IAA30","IAA30",18.9315444006579,"HSFB2B",17.4786015523621,"AT2G34450",22.8944066382167,"AT5G14370",23.7972635975347,"MIF1",23.3199365650695,"SCL14",0,"AT4G37180",20.660553909441,"AGL28",0,"NF-YB10",22.1515536195545,"NF-YB10",22.1515536195545,"AT3G45260",21.85124599627,"E2L2",21.4514287445215,"UNE13",21.3973122577108,"FUL",25.2497258713731,"ZHD5",23.0859456414275,"AT1G32700",21.8375909291421,"YAB3",22.1650348152218,"AT4G01280",19.018892612186,"EGL3",23.3271951822492,"ZFP4",30.1574693254675,"AT2G38090",18.7598910594186,"TGA4",21.9219063051411,"DPBF3",30.4173501590749,"WRKY48",16.3934782462621,"AT4G00870",25.432595837166,"NAC015",23.1960907140366,"AT4G01280",23.1232477411535
"MYB87","MYB87",18.9169901636576,"WRKY20",17.471328471603,"AT1G69580",22.7554952241084,"AT3G43240",23.7676993822874,"BBM",23.2124301606761,"OBP2",0,"WRKY38",20.6306149248673,"ATAF1",0,"AT4G37180",22.0669883287809,"AT4G37180",22.0669883287809,"SPL1",21.718189573887,"WRKY13",21.4332084375037,"AT2G17150",21.3883964889772,"MYB6",25.176106356353,"AT1G17520",23.0789024953563,"AT5G12850",21.8166096975763,"AT2G42150",22.1216421520907,"HB-12",18.9903760827697,"WRKY48",23.2955304716003,"PCAT2",30.0651146929974,"AT3G06160",18.6353122345616,"AT3G46070",21.8304001691371,"MYB31",30.2741695978421,"AT5G22890",16.2580299503312,"WDY",25.200695861168,"AT2G16210",23.1500952613774,"ERF8",22.924662691917
"HSF A4A","HSF A4A",18.91154459295,"AGL78",17.4463033692095,"AT3G57800",22.7097525609248,"SUVH9",23.724919335682,"TCP15",23.1634401479221,"NF-YC10",0,"maMYB",20.6231813247075,"PLIM2b",0,"TGA4",22.0304757324677,"TGA4",22.0304757324677,"WHY3",21.6856077346709,"NAC042",21.3916363724885,"MYB69",21.3582858003399,"NAC084",25.1509874423219,"CAL1",22.8778253517028,"BPC2",21.7707651896832,"NF-YA10",22.079249850888,"HDG1",18.9617316021427,"NF-YC9",23.2647784150874,"MYB31",29.9358143591973,"ATML1",18.5503598954004,"MYB34",21.8094199813491,"SUVH10",30.1816903634647,"AT3G07670",16.2434911335187,"NST1",25.0526910127751,"SCL8",23.1472809887657,"YAB3",22.9023708751874
"AT1G25550","AT1G25550",18.8551265247454,"AT1G69570",17.4261533298139,"GIF3",22.6955623453362,"GNC",23.7129046421278,"MYB23",23.1598670181641,"GATA11",0,"AT1G01920",20.6152428044911,"AT1G01920",0,"AT1G51140",22.0158777589694,"AT1G51140",22.0158777589694,"TCP11",21.6519465756745,"SUVH10",21.3450998011043,"AT1G55950",21.2910169346646,"ZHD5",25.1110924259734,"bZIP48",22.8538873401909,"HAT1",21.6737195939969,"WRKY60",22.0646497645487,"NAC001",18.8864876185586,"AL7",23.2573688018446,"TMO6",29.9187873563462,"BZO2H2",18.4607044142878,"WIP2",21.7468812216548,"OBP1",29.9406897365165,"AGL29",16.214595144045,"MYB6",25.0209700008829,"AT3G16280",23.0232669249182,"TIFY10B",22.8859072396581
"AT1G68360","AT1G68360",18.8412861445421,"MYB98",17.3194253883942,"LRP1",22.6935739832319,"OBP1",23.5978108427552,"RAP2.12",23.0500967114433,"TGA9",0,"bHLH093",20.5843382384794,"NAC003",0,"HSFB3",22.0086553500785,"HSFB3",22.0086553500785,"AT5G67010",21.5625346450111,"NF-YB13",21.3048070153539,"AT5G53420",21.283521927949,"AT2G32310",25.0877486242175,"AT4G03170",22.8389747579185,"AT2G38250",21.5849719072728,"AT4G00870",22.0548296549399,"HB-8",18.8290088843069,"BZIP24",23.2542513336956,"AT2G35430",29.9018933031346,"AT5G51980",18.4046040943255,"AT2G47680",21.6583963367676,"AT2G40200",29.8151876385326,"E2L2",16.1833825591378,"MYB98",25.0086220582545,"LEP",23.0002624185432,"LRD3",22.7968731510025
"IAA10","IAA10",18.8312747051073,"ATU2AF35A",17.2653302766824,"PHB-1D",22.6193952093817,"NF-YA10",23.5592402453114,"AT3G55080",22.9848705569323,"PKDM7D",0,"AT4G17810",20.5841303995683,"NAC005",0,"NF-YB1",22.0005308788733,"NF-YB1",22.0005308788733,"WRKY6",21.5076459929729,"NAC001",21.2916960520168,"AT4G37180",21.2542807359191,"AT3G46070",25.0595513356417,"ZFP2",22.8366633672987,"WRKY16",21.5453949094368,"AT5G58620",21.9789440027026,"AGL18",18.7747430302867,"AT3G59580",23.1690617244916,"KNAT2",29.7812386115768,"AT5G26610",18.2437671663881,"AT3G61950",21.6051416506999,"DAG1",29.8130539526595,"RAG1",16.1486768654947,"PIL5",24.9403416481956,"MYB17",22.9643117535104,"AT5G67010",22.7067350365213
"AT4G01460","AT4G01460",18.6922471613457,"AT2G42300",17.238223741536,"HAM4",22.563081175431,"LOM1",23.5526063464829,"AT3G23690",22.9692217645694,"MYB60",0,"AT5G42700",20.5814060975314,"RSF1",0,"HDG4",21.9820126969658,"HDG4",21.9820126969658,"AT4G16150",21.5034943027298,"ATU2AF35A",21.2468190469051,"AT2G47850",21.1494754010447,"SCL8",25.0306808911467,"SUVH6",22.8249047579802,"AT1G75340",21.4726299679816,"SCL21",21.9571012396827,"AT2G28200",18.7702724571367,"AT3G06410",23.158087740292,"NTL9",29.5107033510748,"AT1G76880",18.2263676663589,"CIL",21.5813692455885,"HAT14",29.4553213725788,"AT4G23860",15.7849147282114,"TCP14",24.9214165387604,"RHD6",22.9566538196326,"GBF5",22.6857338716595
"CIA2","CIA2",18.6611086179543,"GIF2",17.2067725448082,"NGA1",22.5434321667198,"MUM1",23.4128791989403,"HSFB3",22.8769538643082,"NF-YC9",0,"AT2G34450",20.5483672819895,"AT1G03040",0,"AT5G06770",21.9275484088634,"AT5G06770",21.9275484088634,"DAG1",21.5015721328882,"IAA1",21.2370517710337,"AT5G14370",21.08745555812,"ATU2AF35A",25.0190730353834,"NF-YA8",22.814048225698,"NAC053",21.4009976270982,"AT2G19380",21.9487839666435,"SDG7",18.6542030831186,"TIFY4B",23.1472919975842,"GT2",29.4681322209263,"GBF2",18.1206763577477,"AT4G37180",21.5375280153112,"E2L2",29.4509644303994,"RBE",15.7059224437187,"MYB59",24.9113856644213,"BIM2",22.8720220681133,"AT4G37180",22.65821346185
"IDD5","IDD5",18.6547233136909,"AT1G75490",17.1908316293916,"NF-YC10",22.4405609842441,"MYB0",23.359167123664,"INO",22.8369545833217,"NF-YB4",0,"AT3G49930",20.517676500295,"NAC006",0,"bZIP19",21.9078532246563,"bZIP19",21.9078532246563,"GIF2",21.4676507756133,"bHLH104",21.2233940652185,"CRF5",21.0868130462485,"AT2G02160",24.987727028686,"MYB23",22.7147129625872,"PCK1",21.379862909215,"WRKY23",21.9261452134951,"GIF3",18.6100397908404,"RBE",23.0764378571647,"TCP20",29.2948834799036,"AT5G53420",18.0122820335939,"PHB-1D",21.5320507549874,"PLIM2a",29.3337594189008,"AT5G03510",15.5992908306905,"IAA8",24.8537682127433,"ZCW32",22.8468807230331,"RAP2.3",22.5284229747337
"MYB2","MYB2",18.5431871730205,"ARF13",17.1608050262744,"IDD2",22.2114497530247,"AT1G28050",23.3141114211774,"LCL1",22.8249241602622,"AT1G09060",0,"AT5G58280",20.4735132981889,"SOM",0,"CDF1",21.8634101747572,"CDF1",21.8634101747572,"WRKY47",21.3061373577232,"3xHMG-box2",21.0956632474834,"NAC042",21.0270587321984,"HSFA5",24.9081439379012,"TCP17",22.6762230743367,"AT3G06410",21.312270615969,"TCP11",21.9173347433424,"ET2",18.5456131821547,"NF-YB12",23.0278668298011,"AT3G07340",29.2551732108524,"EIN3",17.9280532310758,"AT5G06110",21.5122720043955,"PIL5",29.1881057573299,"ERF3",15.5506429603431,"ERF11",24.8124890249536,"maMYB",22.8437737578506,"WRKY48",22.5280898906796
"DAZ3","DAZ3",18.4855703153279,"HDG1",17.1576589692813,"HB16",22.2073461320782,"RR18",23.2176090958119,"WIP2",22.8123505380849,"POC1",0,"AT5G06250",20.4686394749266,"MGP",0,"AT3G23230",21.8531926045329,"AT3G23230",21.8531926045329,"AT5G47790",21.2873609739469,"SNZ",21.0435953597765,"AT2G34450",21.0183912664925,"AT5G53420",24.8615616476545,"PRR2",22.6431608699078,"ZAP1",21.2127426956023,"HAT1",21.9043805406996,"GRF2",18.4938911012421,"AT3G17010",23.0185639508773,"NGA1",29.1938386136086,"ZCW32",17.8404368906907,"AT5G03510",21.458153782458,"GPRI2",29.1344668784762,"HB-1",15.4627814270142,"RGL3",24.7527041614936,"TMO3",22.786708902774,"bHLH093",22.4143507602348
"MYB4R1","MYB4R1",18.4830110269941,"AL1",17.1067116463818,"MYB16",22.1928979087097,"AT5G42700",23.1705103370792,"MYB86",22.7480367282354,"CDC5",0,"HRE2",20.405552191466,"GBF4",0,"TOE3",21.8415057569484,"TOE3",21.8415057569484,"SDG15",21.2531305809015,"AT2G28510",20.9158705189748,"AT5G58280",20.9883118328237,"AT1G32360",24.8185060976195,"BZIP60",22.5525311313042,"PTL",21.0792460425971,"CRF5",21.8670556762229,"NF-YA1",18.3627903929975,"SOG1",22.9890945715432,"AT3G58630",29.1323270551465,"bHLH11",17.7451173516163,"AT1G44830",21.450882837843,"AT5G06770",29.0345376093123,"GATA2",15.4258184997109,"SPT",24.7451659633065,"EDF3",22.7366996997268,"CDC5",22.3457998167218
"AT4G01280","AT4G01280",18.4079170586183,"STOP1",16.9727507490208,"WRKY44",22.1885608810464,"CDC5",23.163154835501,"WRKY70",22.7154866608693,"AT1G10120",0,"AT3G46600",20.4007924310988,"IAA10",0,"AT2G28510",21.8311059602252,"AT2G28510",21.8311059602252,"IAA4",21.1661957906874,"IDD2",20.8740883516478,"AT5G47790",20.8979690599529,"ZHD6",24.7490007854171,"BHLH101",22.4816892050078,"WRKY32",20.9305422753128,"AT4G00940",21.7844990339091,"AT5G01380",18.1989472623062,"ZFN1",22.9661537102258,"AT2G45120",28.8087765327851,"LBD3",17.7405812879555,"AT3G46600",21.439912266944,"NGA1",28.9936490364319,"RAP2.12",15.4083571868315,"bZIP52",24.7280560694236,"AT3G46070",22.7361594544998,"AT3G23690",22.3261210166011
"AT3G14980","AT3G14980",18.3424183612627,"TGA6",16.9060167848699,"ZFP2",22.1823994502732,"MYB31",23.1590489430854,"DA1",22.6918251148999,"WLIM1",0,"WRKY53",20.380594485819,"SHY2",0,"BIM2",21.6742121608479,"BIM2",21.6742121608479,"TGA1",21.1327556071432,"IAA30",20.8489537540085,"PAN",20.8351334884709,"RON2",24.6942456608444,"NF-YC11",22.4723323345911,"MYB112",20.8944177539565,"SCL8",21.7631595055835,"IAA10",17.9530687765172,"ING1",22.9182445892745,"SSL2",28.7228007623958,"U2AF35B",17.5417656258789,"AT3G06410",21.4374346023335,"AT1G68520",28.9447749177192,"JKD",15.40443690987,"AT4G24060",24.5296421477977,"bZIP3",22.7255205263719,"WHY3",22.231674058191
"AT4G12240","AT4G12240",18.3374716633117,"AT3G06160",16.8347114876491,"TLP4",22.1266921237858,"NF-YB11",23.149390719694,"PHV",22.6659868687671,"AT1G10320",0,"bZIP16",20.3625973189453,"IAA17",0,"bZIP52",21.6478375947808,"bZIP52",21.6478375947808,"BLH7",21.1300867639613,"ERF8",20.7121183063357,"AT5G60140",20.7625952544171,"LRP1",24.6940309154948,"AT1G69580",22.4178049514306,"MYB31",20.8493336431237,"AT5G63260",21.6916461834742,"AT1G32360",17.9326522197261,"LRL3",22.7905836646026,"IAA22",28.615250240603,"SWN",17.5020077915926,"SPCH",21.3387086963576,"PAN",28.9293880694917,"LEC2",15.2730996980875,"NAC074",24.5285406644102,"AT5G42700",22.6891455056832,"bZIP48",22.222674848147
"SPL4","SPL4",18.2944781342235,"AT3G55080",16.7495377581585,"PNF",22.1099353724922,"ATH1",23.1488047345148,"HDG4",22.55539907925,"ZFP5",0,"SDG30",20.3342860068612,"AT1G04500",0,"AT5G42700",21.5722371991423,"AT5G42700",21.5722371991423,"MYB61",21.0814514236108,"AT3G17010",20.6053050525069,"IAA10",20.7568684152532,"BLH6",24.684220348528,"RR18",22.3939582092801,"NF-YA10",20.7941287539911,"AT2G40620",21.675443498243,"WRKY22",17.7340404318665,"AT1G17520",22.7673567073975,"MP",28.2911060565303,"BT3",17.4993815473891,"BZIP60",21.3283608390654,"WRKY14",28.8909652609343,"BHLH101",15.0586916747699,"MYB4R1",24.490645324345,"HSFB1",22.6155625217396,"SPCH",22.1858213788623
"AT1G32700","AT1G32700",18.2628618975505,"AT3G06410",16.666031515014,"AT5G06800",22.052818670323,"AT5G58280",23.1037388372519,"SPCH",22.5509625772936,"AT1G10585",0,"ZFP10",20.3040401696073,"IAA12",0,"AT1G03040",21.5581870270115,"AT1G03040",21.5581870270115,"NAC017",21.0739443618551,"IAA10",20.5957504725334,"WRKY53",20.6951173690388,"INO",24.6737409672524,"SUVH10",22.3917268941066,"NAC003",20.7510625687746,"MYB0",21.609951481656,"AT1G77250",17.5899574112447,"AT3G13840",22.6834543146233,"AT5G58900",28.0387976584221,"AT5G12850",17.4667916824275,"BZO2H2",21.2700908811092,"TIFY8",28.8723227561285,"AT4G24060",14.8796610426059,"WAM1",24.4764806362196,"AT5G06800",22.6093183743796,"WRKY16",22.1824872474287
"IDD7","IDD7",18.172317644225,"SPL10",16.6486250640595,"AT5G53420",22.0477554793401,"AT3G59580",23.0938526019525,"ZFP5",22.5116543929227,"AT1G10610",0,"AGL21",20.1716791000908,"AT1G04880",0,"AT3G62240",21.464453481262,"AT3G62240",21.464453481262,"BT5",21.0507989065464,"AT1G29160",20.5433379998448,"HRE2",20.6258749103283,"HAM2",24.6459425159273,"GPRI2",22.3776097112698,"SPCH",20.6713262549998,"WRKY6",21.6074940668875,"IAA13",17.5624081815719,"TIFY9",22.6709234503936,"AT2G42300",27.9323046511999,"YAB1",17.4314805810737,"AT1G68920",21.2390902410322,"MYB10",28.7601495606894,"UNE12",14.802594116135,"NAC089",24.4659086992222,"MYB4R1",22.5640172894461,"AT5G53420",22.1812647957768
"HB-1","HB-1",18.1596551904608,"TIFY10A",16.5411976150405,"SPL10",21.9847052435594,"HAM2",23.0703208322123,"ET2",22.4973736639988,"AT1G11950",0,"AT5G01200",20.1664570893454,"AT1G04990",0,"IDD2",21.4630599527523,"IDD2",21.4630599527523,"AT2G47680",21.0441545964879,"NAC035",20.5135404868992,"E2L2",20.6058984194014,"PHB-1D",24.5947996810758,"TCP15",22.3602948387963,"RON2",20.6002471568228,"MYB47",21.536125852086,"NF-YA9",17.5343184466545,"GIA1",22.6451002881654,"AT3G04450",27.8858499445651,"TGA2",17.3662645671386,"GPRI1",21.1202148375482,"PCK1",28.7369429494574,"AT2G03710",14.7959907567561,"VND6",24.4641447592615,"ERF3",22.5572393994721,"DAR7",22.1782110179691
"SR1","SR1",18.0645260369623,"AT5G58280",16.5356920844655,"ZFP4",21.976171247061,"PAN",23.0174980966338,"NF-YC11",22.4025519213441,"VND4",0,"WIP2",20.0511880247951,"HDG2",0,"PFG1",21.3842366738521,"PFG1",21.3842366738521,"NF-YC9",21.0382311422536,"AT5G06770",20.421982371079,"VAN",20.5059629447243,"AT5G58280",24.5572550981407,"AT1G75340",22.3137768778708,"TLP9",20.5977674440659,"AT4G16150",21.4731041717062,"NF-YA8",16.9952487914203,"UNE13",22.5297556645994,"HDG7",27.7738269241615,"EDF3",17.3601712191048,"SUVH5",21.0511458235029,"AT1G69580",28.722100979651,"ETT",14.7733599453635,"LBD32",24.4151705865556,"AT5G16680",22.5415748422945,"AT1G76880",22.0752379057662
"ATH1","ATH1",18.0049940689714,"EDF3",16.4729721371358,"PCAT2",21.9581058495269,"NF-YC2",22.9894160596489,"SOC1",22.3987303143665,"DDF1",0,"RR18",19.906553118824,"AT1G05290",0,"HB-3",21.2761705076528,"HB-3",21.2761705076528,"PKDM7C",21.0119980727045,"ERF53",20.4123687654957,"AT2G22760",20.4456607942351,"AT1G17520",24.5539238990586,"AT2G34450",22.2684894611435,"ATAF1",20.359278227425,"LBD30",21.4573069354836,"SPL10",16.9385071896508,"MYR1",22.4513331189991,"NF-YB10",27.73526781016,"IDD4",17.3085122196677,"NF-YC11",20.9785178138425,"HDG5",28.5783942066174,"AT2G28510",14.3604945394295,"SHR",24.3869573875755,"AGL66",22.5091337944312,"ZFP5",22.0666956553049
"SSL2","SSL2",17.9381517127415,"ARF10",16.4602658426818,"bHLH093",21.9578461674232,"WIP2",22.9549534893751,"AT2G44730",22.322837374323,"AT1G12630",0,"AT5G05090",19.9053174560442,"AT1G05380",0,"SDG8",21.2612788055263,"SDG8",21.2612788055263,"MYB2",20.8938040504211,"AT2G38250",20.36186841593,"TIFY9",20.2883500578668,"UNE10",24.4739666998973,"DDL",22.1973586018921,"ATAP3",20.3330640802854,"AT2G18090",21.4356905836411,"MYB10",16.8310636623556,"tny",22.4266145800711,"BLH10",27.6260901120936,"RAX2",17.1716277483725,"MYB54",20.9662832979214,"HDG3",28.5051482819196,"AT1G77250",14.2285021231546,"DPA",24.356273602662,"IDD16",22.488700631457,"WRKY60",22.0290966733611
"bZIP19","bZIP19",17.7900156272694,"AT1G21200",16.4286067357999,"LBD3",21.9283259833723,"FYF",22.9501110306263,"AT4G23860",22.2932429686658,"SCRM2",0,"NFD5",19.8640218225194,"BT3",0,"ZFAR1",21.1537067479028,"ZFAR1",21.1537067479028,"REV",20.8691838147331,"NAC074",20.3447526857962,"SUVH10",20.2711675654518,"AT3G59580",24.3953494371013,"AT4G08250",22.1725713277363,"REV",20.3137839908713,"SDG15",21.3872073882205,"AT1G14030",16.7620233656151,"AT3G09735",22.3797233808083,"AT5G58620",27.6158953456704,"IDD16",17.1345694790988,"NAP",20.9624646947695,"TIFY3B",28.4142144692709,"ATML1",14.1951150342463,"SHI",24.3427753028593,"AT1G76880",22.4329506257704,"AT4G16150",21.9840734695269
"SPL10","SPL10",17.6535251585459,"AT3G14740",16.4052766057075,"bHLH104",21.9162860861596,"AT1G77920",22.9409876252503,"PNF",22.2335041256339,"RAV1",0,"AT4G32800",19.8587263436933,"AT1G05805",0,"GNC",21.1472143505287,"GNC",21.1472143505287,"bHLH071",20.7777935032179,"FUL",20.3372503452641,"UNE10",20.1965185730849,"WLIM2b",24.3386993203855,"WRKY6",22.1400120990357,"MYB54",20.3067498143146,"ICU4",21.3591485118606,"AT5G06800",16.745119218827,"IAA10",22.3591104872131,"PHV",27.582298947101,"AT1G74840",17.0098000635664,"bZIP52",20.952670446697,"TCP17",28.1760942194216,"AT1G26610",13.9661741671068,"TGA1",24.3324535704027,"IBM1",22.4188421741113,"UNE13",21.973949736162
"AT3G57480","AT3G57480",17.6521912952996,"MYC3",16.3644283867205,"ZIM",21.7809808625971,"MYB34",22.8997927620727,"bZIP52",22.1909917000502,"WIP6",0,"SHP2",19.8551842848454,"AT1G06070",0,"BEH2",21.1043835892491,"BEH2",21.1043835892491,"SNZ",20.7762878027232,"TMO6",20.3127350927975,"AT3G13840",20.0912631106416,"NAP",24.2838730016691,"AT5G60140",22.0268869234495,"ZFP6",20.2825510754077,"AT5G12850",21.317670961511,"ZFP10",16.4268055414653,"TCP3",22.335348464697,"E2L2",27.4798093009708,"AT4G32800",16.9651946375256,"AGL18",20.9512076428019,"TT16",28.1424090876588,"GPRI2",13.94600765551,"GATA4",24.2171219187133,"AT2G47680",22.3713436542977,"MYB59",21.8726217577089
"HSFA5","HSFA5",17.5679266983429,"GATA2",16.3594435094828,"ERF53",21.7525094426091,"AT3G06410",22.8955627250863,"GATA17",22.16130369166,"HRS1",0,"WRKY26",19.8457714927733,"ORA59",0,"JKD",21.1023281595291,"JKD",21.1023281595291,"TOE2",20.6849282394643,"AT5G47790",20.2138734396725,"ZFP3",20.0789350300261,"EMB3008",24.2477649227497,"BZIP49",22.0108094161352,"LBD41",20.1899163021016,"AT1G36060",21.2477101544108,"LBD40",16.4023029800121,"ZFP5",22.2775674312377,"HAM2",27.43698477747,"GT2",16.7757180062896,"AT2G25650",20.6848824717411,"AT3G46070",28.1260896886013,"RGL1",13.9383513824271,"DIA",24.143227107825,"LCL1",22.2756444284291,"TIFY9",21.8556413527347
"BLH10","BLH10",17.5581927184033,"AT5G47390",16.2449345688577,"HSFA5",21.7257454183212,"RGL3",22.8638197974231,"XND1",22.115250255641,"NUB",0,"AT4G24060",19.7866912260841,"AT1G06170",0,"HDG2",21.098985351707,"HDG2",21.098985351707,"ATAF1",20.6144883774715,"IAA13",20.1964431162269,"NAC2",20.0759242141257,"AT3G53370",24.1905783819587,"BLH10",21.9049944948159,"HB-8",20.110118428126,"AT5G58280",21.2064656187033,"AT1G47655",16.2521238586996,"AT5G47790",22.1760246114755,"TCP11",27.2943809739014,"AT5G52010",16.6705648994657,"WRKY11",20.6448197213744,"GATA1",28.0213404902952,"AT2G41710",13.8606012293376,"AT1G63100",24.1426437851514,"AL7",22.2731835865378,"AT5G47790",21.7451095591104
"TGA6","TGA6",17.5462263842743,"NTL9",16.2260229743241,"AT1G32360",21.6558504498727,"ZHD6",22.8438317753525,"ZCW32",22.0040821992581,"GT-1",0,"MYB4R1",19.7754295546466,"MYB13",0,"GIF3",21.0973967389305,"GIF3",21.0973967389305,"AT5G54630",20.5992375828235,"NAC017",20.1414759903342,"WRKY17",19.9710084102282,"WRKY20",24.1383257512847,"MYB86",21.8991372154169,"DAG1",20.0130021907447,"NF-YA8",21.12203777662,"NAC084",16.2084104349078,"HAM2",22.1451657010842,"AT3G53680",27.2421476334298,"RON2",16.5423739461698,"AT3G59580",20.5802729027763,"WIP4",28.0048637771256,"BT3",13.8042397435104,"WRKY11",24.1349572466679,"AT2G47850",22.2402519411592,"DPBF3",21.6368149412974
"AT3G12130","AT3G12130",17.5292022168006,"BLH6",16.1770518814793,"WRKY45",21.6527690878128,"BEH3",22.8333304104971,"bHLH071",21.9283905136462,"bZIP58",0,"ERF53",19.7317842839635,"bZIP52",0,"POC1",21.0198394804122,"POC1",21.0198394804122,"NAC2",20.4936627604011,"AT5G01380",20.1245719801614,"AT5G25475",19.9170904834261,"MYB54",24.1222971760798,"SPL1",21.859318235639,"BZIP61",19.8843008204555,"HB20",21.0705033897982,"ANL2",15.8293944473264,"SUVH5",22.1165309719601,"SAW2",27.1546005354102,"OBP1",16.4336547358132,"AT2G05160",20.5106438604014,"AT5G18550",27.8947779122398,"EMB3008",13.6832264150893,"AT1G01250",24.0430745792996,"WIP2",22.237289039432,"IDD11",21.596819040369
"AT1G14030","AT1G14030",17.2190320011311,"TLP8",16.0893691469684,"NF-YA8",21.6434295604494,"AT2G05160",22.8229477567138,"RGL1",21.8964228355147,"WRKY4",0,"CRF8",19.7087229413587,"AT1G07050",0,"ZHD8",21.0052813865206,"ZHD8",21.0052813865206,"YAB5",20.3552458119347,"WRKY47",20.0378720469774,"CDC5",19.7982519211536,"NF-YB12",24.079357463653,"AT1G64620",21.8416788232209,"SUVH5",19.8068357203052,"bZIP48",21.0586599207154,"PKDM7C",15.7400047701946,"AT2G28510",22.0783034441771,"HAT1",26.9685576867411,"AL1",16.3738553774904,"AT1G68200",20.488397745341,"TMO6",27.8801606803124,"AT2G18090",13.6143033420403,"AT5G53420",24.0385312750852,"AT5G59450",22.2116565769706,"MYB61",21.5967291299314
"HAT3","HAT3",17.2121716429747,"AT3G12130",16.0478977491168,"AL3",21.6061991444287,"AT5G12850",22.8122555110582,"NAC015",21.7914257628384,"AT1G14030",0,"MYB94",19.6634647940211,"AT1G07520",0,"GATA4",21.0001780354021,"GATA4",21.0001780354021,"HSFB2A",20.285411558105,"SPL10",19.9379465197357,"AT1G67310",19.7673787419783,"TGA5",24.0782439395665,"ARF13",21.8269438188893,"AT1G55950",19.7904835589578,"NF-YB13",20.9942904087383,"WRKY53",15.4876515594417,"MYB74",22.066838043736,"FUL",26.9132344826791,"BZIP60",16.3188529840596,"AT2G45120",20.4735075944044,"AT5G53420",27.7148266433512,"ARF4",13.5936721850836,"ZHD6",24.0154356124473,"AT2G37430",22.1553681844869,"AT5G51980",21.5850947443325
"TCP3","TCP3",17.0783749344689,"MYB54",15.9795035722237,"ATH1",21.5853167667563,"AT2G20400",22.749321525575,"AT1G77250",21.7713501758844,"MYB124",0,"SDG8",19.6466180768267,"OBP2",0,"NAP",20.9868153999467,"NAP",20.9868153999467,"SDG7",20.2185047080626,"AT4G27900",19.8611721960342,"AT1G32360",19.7069280054614,"AT4G03170",24.0697999466521,"SSL2",21.7634472880743,"PUX2",19.7661845944543,"AT2G32310",20.9618765625574,"PDF2",15.3882500953549,"TIFY11B",21.9646389178817,"HRE2",26.8931438762663,"NTL9",16.2362865085108,"ZHD7",20.4563243354923,"AT5G28300",27.7086122840739,"LRP1",13.5487993042925,"NFYA5",24.0136992896291,"MYB34",22.1184837877092,"SUVH5",21.5653822249617
"AT1G49900","AT1G49900",17.0598457870134,"AT5G06110",15.9747888309788,"PUX2",21.5787751826214,"NF-YC11",22.7038085886109,"bZIP16",21.7640127214376,"WHY1",0,"AT3G53600",19.641334392608,"NF-YC10",0,"ZFP6",20.9848053938659,"ZFP6",20.9848053938659,"IAA10",20.1834470795669,"OXS2",19.8497337469916,"AT5G16470",19.6036443587391,"NF-YA10",24.0644834712942,"EGL3",21.743652280496,"YAB1",19.73099071599,"ATH1",20.9566247660723,"bZIP58",15.2772943370936,"SDG30",21.9625991636956,"BPC2",26.8646217447264,"DAZ3",15.8924504223094,"TCP15",20.4382362103707,"IDD4",27.6799151931212,"AT5G51910",13.3347763364294,"WRKY26",23.9522412541027,"DAR7",22.0850184563465,"IDD2",21.5526436095284
